identifier,sku,category,brand,name,url,price,promo_start,promo_end
4844,8716309089784,Cablagem > Adaptadores,,Adaptador Gembird HDMI-M p/ VGA-F (A-HDMI-VGA-03),https://www.pcdiga.com/2/22815/Adaptador-Gembird-HDMI-M-p-VGA-F-A-HDMI-VGA-03,9.9,2016-09-29,
3819,8806088421025,Tablets > Capas / Bolsas,,"Book Cover Samsung Tab A 2016 10.1"" Preta (EF-BT580PBEGWW)",https://www.pcdiga.com/2/22724/Book-Cover-Samsung-Tab-A-2016-10-1-Preta-EF-BT580PBEGWW,29,2016-09-29,
208,5600413202654,Periféricos > Cadeiras,,Alpha Gamer Lyra Black/Orange (AGLYRA-BK-O),https://www.pcdiga.com/2/22769/Alpha-Gamer-Lyra-Black-Orange-AGLYRA-BK-O,239,2016-09-28,
209,5600413202661,Periféricos > Cadeiras,,Alpha Gamer Lyra Black/Blue (AGLYRA-BK-BL),https://www.pcdiga.com/2/22770/Alpha-Gamer-Lyra-Black-Blue-AGLYRA-BK-BL,239,2016-09-28,
210,5600413202678,Periféricos > Cadeiras,,Alpha Gamer Delta Black/White/Blue (AGDELTA-BK-W-BL),https://www.pcdiga.com/2/22771/Alpha-Gamer-Delta-Black-White-Blue-AGDELTA-BK-W-BL,249,2016-09-28,
211,5600413202685,Periféricos > Cadeiras,,Alpha Gamer Delta Black/White/Red (AGDELTA-BK-W-R),https://www.pcdiga.com/2/22772/Alpha-Gamer-Delta-Black-White-Red-AGDELTA-BK-W-R,249,2016-09-28,
212,5600413202692,Periféricos > Cadeiras,,Alpha Gamer Delta Black/White/Green (AGDELTA-BK-W-GRN),https://www.pcdiga.com/2/22773/Alpha-Gamer-Delta-Black-White-Green-AGDELTA-BK-W-GRN,249,2016-09-28,
213,5600413202708,Periféricos > Cadeiras,,Alpha Gamer Delta Black/White/Orange (AGDELTA-BK-W-O),https://www.pcdiga.com/2/22774/Alpha-Gamer-Delta-Black-White-Orange-AGDELTA-BK-W-O,249,2016-09-28,
214,5600413202715,Periféricos > Cadeiras,,Alpha Gamer Gamma Black/Blue (AGGAMMA-BK-BL),https://www.pcdiga.com/2/22775/Alpha-Gamer-Gamma-Black-Blue-AGGAMMA-BK-BL,249,2016-09-28,
206,5600413202630,Periféricos > Cadeiras,,Alpha Gamer Lyra Black/Red (AGLYRA-BK-R),https://www.pcdiga.com/2/22767/Alpha-Gamer-Lyra-Black-Red-AGLYRA-BK-R,239,2016-09-28,
765,4712900498172,SmartPhones > Android,,Asus Zenfone 3 Deluxe Silver 64GB ZS570KL (90AZ0164-M00380),https://www.pcdiga.com/2/22760/Asus-Zenfone-3-Deluxe-Silver-64GB-ZS570KL-90AZ0164-M00380,699,2016-09-28,
1688,8715946482101,Consumíveis > Tinteiros,,Tinteiro Epson T1590 Gloss Optimizer (C13T15904010),https://www.pcdiga.com/2/22792/Tinteiro-Epson-T1590-Gloss-Optimizer-C13T15904010,5.9,2016-09-28,
768,4712900497106,SmartPhones > Android,,Asus Zenfone 3 Max Grey 32GB ZC520TL (90AX0086-M00710),https://www.pcdiga.com/2/22793/Asus-Zenfone-3-Max-Grey-32GB-ZC520TL-90AX0086-M00710,219,2016-09-28,
764,4712900498165,SmartPhones > Android,,Asus Zenfone 3 Deluxe Gold 64GB ZS570KL (90AZ0161-M00370),https://www.pcdiga.com/2/22759/Asus-Zenfone-3-Deluxe-Gold-64GB-ZS570KL-90AZ0161-M00370,699,2016-09-28,
216,5600413202739,Periféricos > Cadeiras,,Alpha Gamer Gamma Black/White (AGGAMMA-BK-W),https://www.pcdiga.com/2/22779/Alpha-Gamer-Gamma-Black-White-AGGAMMA-BK-W,249,2016-09-28,
215,5600413202722,Periféricos > Cadeiras,,Alpha Gamer Gamma Black/Red (AGGAMMA-BK-R),https://www.pcdiga.com/2/22776/Alpha-Gamer-Gamma-Black-Red-AGGAMMA-BK-R,249,2016-09-28,
498,4719543185711,Componentes > Motherboards > Intel > Socket 1155,,Motherboard Asus P8H77-M PRO (90-MIBHQ0-G0EAY0DZ) Recondicio,https://www.pcdiga.com/2/7806/Motherboard-Asus-P8H77-M-PRO-90-MIBHQ0-G0EAY0DZ-Recondicio,59,2016-09-28,
205,5600413202593,Periféricos > Cadeiras,,Alpha Gamer Epsilon Black/White (AGEPSILON-BK-W),https://www.pcdiga.com/2/22766/Alpha-Gamer-Epsilon-Black-White-AGEPSILON-BK-W,229,2016-09-28,
1584,790069398643,Redes / Comunicação > Routers,,Router DLinkgo Wireless AC750 (GO-RT-AC750) Recondicionado,https://www.pcdiga.com/2/16567/Router-DLinkgo-Wireless-AC750-GO-RT-AC750-Recondicionado,19.9,2016-09-28,
207,5600413202647,Periféricos > Cadeiras,,Alpha Gamer Lyra Black/Green (AGLYRA-BK-GRN),https://www.pcdiga.com/2/22768/Alpha-Gamer-Lyra-Black-Green-AGLYRA-BK-GRN,239,2016-09-28,
173,4713392433825,SmartPhones > Windows Phone,,SmartPhone Acer Liquid M330 4.5“ 8GB Preto (HM.HTGEE.001),https://www.pcdiga.com/2/22788/SmartPhone-Acer-Liquid-M330-4-5-8GB-Preto-HM-HTGEE-001,69,2016-09-28,
172,4713392433894,SmartPhones > Windows Phone,,SmartPhone Acer Liquid M330 4.5“ 8GB Branco (HM.HTHEE.001),https://www.pcdiga.com/2/22787/SmartPhone-Acer-Liquid-M330-4-5-8GB-Branco-HM-HTHEE-001,69,2016-09-28,
4160,4711173873181,Componentes > Fontes Alimentação,,Fonte Seasonic Prime Titanium 650W (SSR-650TD),https://www.pcdiga.com/2/22782/Fonte-Seasonic-Prime-Titanium-650W-SSR-650TD,199.9,2016-09-28,
204,5600413202586,Periféricos > Cadeiras,,Alpha Gamer Epsilon Black (AGEPSILON-BK),https://www.pcdiga.com/2/22765/Alpha-Gamer-Epsilon-Black-AGEPSILON-BK,229,2016-09-28,
203,5600413202579,Periféricos > Cadeiras,,Alpha Gamer Orion V2 Black/White/Orange (AGORIONV2-BK-W-O),https://www.pcdiga.com/2/22764/Alpha-Gamer-Orion-V2-Black-White-Orange-AGORIONV2-BK-W-O,219,2016-09-28,
382,4716659284765,Componentes > Placas Gráficas > PCI-E > NVidia,,Gráfica Asus GTX660Ti 2GB DCIIOC (90YV0361-M0NA00) Recondici,https://www.pcdiga.com/2/9280/Grafica-Asus-GTX660Ti-2GB-DCIIOC-90YV0361-M0NA00-Recondici,109,2016-09-28,
1530,5397063744596,"Periféricos > Monitores > Ecrã 23"" a 24""",,"Monitor Dell 23"" LED P2317H IPS",https://www.pcdiga.com/2/22798/Monitor-Dell-23-LED-P2317H-IPS,199.9,2016-09-28,
201,5600413202555,Periféricos > Cadeiras,,Alpha Gamer Orion V2 Black/White/Blue (AGORIONV2-BK-W-BL),https://www.pcdiga.com/2/22762/Alpha-Gamer-Orion-V2-Black-White-Blue-AGORIONV2-BK-W-BL,219,2016-09-28,
202,5600413202562,Periféricos > Cadeiras,,Alpha Gamer Orion V2 Black/White/Red (AGORIONV2-BK-W-R),https://www.pcdiga.com/2/22763/Alpha-Gamer-Orion-V2-Black-White-Red-AGORIONV2-BK-W-R,219,2016-09-28,
2573,190404119320,"Computadores > Portáteis > Ecrã 14""",,"Ultrabook Lenovo ThinkPad X1 Carbon 14"" (20FB003TPG)",https://www.pcdiga.com/2/22523/Ultrabook-Lenovo-ThinkPad-X1-Carbon-14-20FB003TPG,1649,2016-09-28,
708,4712900489774,"Computadores > Portáteis > Ecrã 15.6""",,"Portátil Asus 15.6"" A541UV-76B92PB1 (90NB0CG1-M01590)",https://www.pcdiga.com/2/22757/Portatil-Asus-15-6-A541UV-76B92PB1-90NB0CG1-M01590,739,2016-09-28,
4161,4711173873198,Componentes > Fontes Alimentação,,Fonte Seasonic Prime Titanium 750W (SSR-750TD),https://www.pcdiga.com/2/22783/Fonte-Seasonic-Prime-Titanium-750W-SSR-750TD,224.91,2016-09-28,
770,4712900497113,SmartPhones > Android,,Asus Zenfone 3 Max Silver 32GB ZC520TL (90AX0087-M00850),https://www.pcdiga.com/2/22795/Asus-Zenfone-3-Max-Silver-32GB-ZC520TL-90AX0087-M00850,219,2016-09-28,
217,5600413202746,Periféricos > Cadeiras,,Alpha Gamer Gamma Black/Orange (AGGAMMA-BK-O),https://www.pcdiga.com/2/22780/Alpha-Gamer-Gamma-Black-Orange-AGGAMMA-BK-O,249,2016-09-28,
218,5600413202753,Periféricos > Cadeiras,,Alpha Gamer Gamma Black/Carbon (AGGAMMA-BK-C),https://www.pcdiga.com/2/22781/Alpha-Gamer-Gamma-Black-Carbon-AGGAMMA-BK-C,249,2016-09-28,
4162,4711173873204,Componentes > Fontes Alimentação,,Fonte Seasonic Prime Titanium 850W (SSR-850TD),https://www.pcdiga.com/2/22784/Fonte-Seasonic-Prime-Titanium-850W-SSR-850TD,259.9,2016-09-28,
766,4712900542622,SmartPhones > Android,,Asus Zenfone 3 Laser Gold 32GB ZC551KL (90AZ01B2-M00820),https://www.pcdiga.com/2/22785/Asus-Zenfone-3-Laser-Gold-32GB-ZC551KL-90AZ01B2-M00820,249,2016-09-28,
769,4712900497090,SmartPhones > Android,,Asus Zenfone 3 Max Gold 32GB ZC520TL (90AX0085-M00840),https://www.pcdiga.com/2/22794/Asus-Zenfone-3-Max-Gold-32GB-ZC520TL-90AX0085-M00840,219,2016-09-28,
767,4712900513288,SmartPhones > Android,,Asus Zenfone 3 Laser Silver 32GB ZC551KL (90AZ01B4-M00660),https://www.pcdiga.com/2/22786/Asus-Zenfone-3-Laser-Silver-32GB-ZC551KL-90AZ01B4-M00660,249,2016-09-28,
937,4718755065460,"Periféricos > Monitores > Ecrã mais 25""",,"Monitor BenQ Zowie 27"" LED XL2720 144Hz (9H.LEWLB.RBE)",https://www.pcdiga.com/2/22791/Monitor-BenQ-Zowie-27-LED-XL2720-144Hz-9H-LEWLB-RBE,429.9,2016-09-28,
632,4712900491005,"Computadores > Portáteis > Ecrã 13.3""",,"Asus ZenBook 13.3"" UX330UA-56DHDSB1 (90NB0CW1-M01030)",https://www.pcdiga.com/2/22737/Asus-ZenBook-13-3-UX330UA-56DHDSB1-90NB0CW1-M01030,899.9,2016-09-27,
2083,848354007661,Componentes > Memórias > DDR3 > SO-Dimm,,Gskill SO-DIMM DDR3-1600MHz 4GB (F3-12800CL9S-4GBSK),https://www.pcdiga.com/2/22751/Gskill-SO-DIMM-DDR3-1600MHz-4GB-F3-12800CL9S-4GBSK,21.89,2016-09-27,
1429,649528739179,Componentes > Memórias > DDR2 > SO-Dimm,,Crucial SO-DIMM DDR2-800MHz 2GB (CT25664AC800),https://www.pcdiga.com/2/15284/Crucial-SO-DIMM-DDR2-800MHz-2GB-CT25664AC800,30.9,2016-09-27,
3762,8806086300070,SmartPhones > Acessórios,,Carregador Samsung Multi Charging Kit Branco(ET-KG900EWEGWW),https://www.pcdiga.com/2/22741/Carregador-Samsung-Multi-Charging-Kit-BrancoET-KG900EWEGWW,29.9,2016-09-27,
1430,649528733252,Componentes > Memórias > DDR2 > 667Mhz,,Crucial DDR2-667MHz 2GB (CT25664AA667),https://www.pcdiga.com/2/15285/Crucial-DDR2-667MHz-2GB-CT25664AA667,29.9,2016-09-27,
1434,649528733030,Componentes > Memórias > DDR2 > SO-Dimm,,Crucial SO-DIMM DDR2-667MHz 2GB (CT25664AC667),https://www.pcdiga.com/2/15291/Crucial-SO-DIMM-DDR2-667MHz-2GB-CT25664AC667,30.9,2016-09-27,
3486,886523300915,Componentes > Caixas > ATX,,Caixa Phanteks Enthoo EVOLV ATX Glass Preta (PH-ES515ETG_BK),https://www.pcdiga.com/2/22742/Caixa-Phanteks-Enthoo-EVOLV-ATX-Glass-Preta-PH-ES515ETG-BK,189.9,2016-09-27,
1421,649528778307,Armazenamento > Discos Internos > SSD > PCI-e / mSata,,SSD Crucial MX300 525GB M.2 Type 2280SS (CT525MX300SSD4),https://www.pcdiga.com/2/22743/SSD-Crucial-MX300-525GB-M-2-Type-2280SS-CT525MX300SSD4,134.89,2016-09-27,
1422,649528778314,Armazenamento > Discos Internos > SSD > PCI-e / mSata,,SSD Crucial MX300 1050GB M.2 Type 2280SS (CT1050MX300SSD4),https://www.pcdiga.com/2/22744/SSD-Crucial-MX300-1050GB-M-2-Type-2280SS-CT1050MX300SSD4,279.9,2016-09-27,
3966,8806086859295,SmartPhones > Android,,Samsung Galaxy Grand Prime 8GB VE Cinza (SM-G531F),https://www.pcdiga.com/2/18076/Samsung-Galaxy-Grand-Prime-8GB-VE-Cinza-SM-G531F,149.9,2016-09-27,
3487,886523300663,Componentes > Caixas > ATX,,Caixa Phanteks Enthoo Pro M Acrylic Preta (PH-ES515PA_BK),https://www.pcdiga.com/2/22745/Caixa-Phanteks-Enthoo-Pro-M-Acrylic-Preta-PH-ES515PA-BK,89.9,2016-09-27,
1211,4015867197547,Redes / Comunicação > Vigilância,,Mini Câmara Conceptronic Wireless Cloud IP (CIPCAM720S),https://www.pcdiga.com/2/22714/Mini-Camara-Conceptronic-Wireless-Cloud-IP-CIPCAM720S,39.9,2016-09-27,
3506,8718863008638,"Imagem > Televisões > 41"" a 55""",,"Televisão Philips Plana 4K 55"" (55PUH6101/88)",https://www.pcdiga.com/2/22726/Televisao-Philips-Plana-4K-55-55PUH6101-88,699.89,2016-09-27,
1509,6933412704560,Computadores > Portáteis > Acessórios > Bases/Docks,,"Base DeepCool N8 17"" Cinza (DP-N24N-N8SR)",https://www.pcdiga.com/2/22729/Base-DeepCool-N8-17-Cinza-DP-N24N-N8SR,29.9,2016-09-27,
2278,740617242232,Periféricos > Audio > Auscultadores > Com Fio,,Auscultadores HyperX Cloud Core Preto (KHX-HSCC-BK/ER),https://www.pcdiga.com/2/22735/Auscultadores-HyperX-Cloud-Core-Preto-KHX-HSCC-BK-ER,79.9,2016-09-27,
1388,843591072137,Componentes > Ventoinhas > 140mm,,Corsair Air ML140 140mm Twin Pack (CO-9050044-WW),https://www.pcdiga.com/2/22740/Corsair-Air-ML140-140mm-Twin-Pack-CO-9050044-WW,34.9,2016-09-27,
261,730143307413,Componentes > Processadores > AMD > Socket AM3+,,AMD FX 6350 3.9Ghz BE SkAM3+ WraithCooler (FD6350FRHKHBX),https://www.pcdiga.com/2/22750/AMD-FX-6350-3-9Ghz-BE-SkAM3-WraithCooler-FD6350FRHKHBX,137.9,2016-09-27,
3102,4719072479954,Componentes > Motherboards > Intel > Socket 2011,,Motherboard MSI X99A SLI,https://www.pcdiga.com/2/22738/Motherboard-MSI-X99A-SLI-,249.9,2016-09-27,
1464,649528775849,Componentes > Memórias > DDR4 > 2133Mhz,,Crucial DDR4-2133MHz 8GB (CT8G4DFS8213),https://www.pcdiga.com/2/22749/Crucial-DDR4-2133MHz-8GB-CT8G4DFS8213,40.9,2016-09-27,
3489,886523300755,Componentes > Caixas > ATX,,Caixa Phanteks Eclipse P400 Preta (PH-EC416P_BK),https://www.pcdiga.com/2/22748/Caixa-Phanteks-Eclipse-P400-Preta-PH-EC416P-BK,69.9,2016-09-27,
3162,4719072483630,"Computadores > Portáteis > Ecrã 17.3""",,Portátil GT72VR 6RD-251XPT Dominator (9S7-178511-251),https://www.pcdiga.com/2/22739/Portatil-GT72VR-6RD-251XPT-Dominator-9S7-178511-251,1599,2016-09-27,
1463,649528768360,Componentes > Memórias > DDR4 > SO-Dimm,,Crucial SO-DIMM DDR4-2133MHz 4GB (CT4G4SFS8213),https://www.pcdiga.com/2/22747/Crucial-SO-DIMM-DDR4-2133MHz-4GB-CT4G4SFS8213,21.89,2016-09-27,
3488,886523300854,Componentes > Caixas > ATX,,Caixa Phanteks Eclipse P400s Preta (PH-EC416PSC_BK),https://www.pcdiga.com/2/22746/Caixa-Phanteks-Eclipse-P400s-Preta-PH-EC416PSC-BK,84.89,2016-09-27,
762,4712900503494,SmartPhones > Android,,Asus Zenfone 3 Dourado 64GB ZE520KL-464GOLD(90AZ0173-M01160),https://www.pcdiga.com/2/22731/Asus-Zenfone-3-Dourado-64GB-ZE520KL-464GOLD90AZ0173-M01160,369.9,2016-09-24,
761,4712900503487,SmartPhones > Android,,Asus Zenfone 3 Preto 64GB ZE520KL-464BLCK (90AZ0171-M01140),https://www.pcdiga.com/2/22730/Asus-Zenfone-3-Preto-64GB-ZE520KL-464BLCK-90AZ0171-M01140,369.9,2016-09-24,
4000,8806088368719,SmartPhones > Android,,Samsung Galaxy J1 (2016) 8GB Preto (SM-J120F),https://www.pcdiga.com/2/22720/Samsung-Galaxy-J1-2016-8GB-Preto-SM-J120F,129.9,2016-09-24,
1904,4719331331283,Componentes > Placas Gráficas > PCI-E > NVidia,,Gigabyte GeForce GTX 1060 G1 Gaming 3GB (GVN1060G13-00-G),https://www.pcdiga.com/2/22725/Gigabyte-GeForce-GTX-1060-G1-Gaming-3GB-GVN1060G13-00-G,279.9,2016-09-24,
4003,8806088119083,SmartPhones > Android,,Samsung Galaxy J5 4G Duos 8GB Dourado (SM-J500F/DS),https://www.pcdiga.com/2/22723/Samsung-Galaxy-J5-4G-Duos-8GB-Dourado-SM-J500F-DS,189.9,2016-09-24,
4002,8806088157894,SmartPhones > Android,,Samsung Galaxy J5 4G Duos 8GB Branco (SM-J500F/DS),https://www.pcdiga.com/2/22722/Samsung-Galaxy-J5-4G-Duos-8GB-Branco-SM-J500F-DS,189.9,2016-09-24,
801,4712900438499,Tablets > Android,,Tablet Asus ZenPad S 8.0 32GB WiFi Preto (Z580C-1A031A),https://www.pcdiga.com/2/22719/Tablet-Asus-ZenPad-S-8-0-32GB-WiFi-Preto-Z580C-1A031A,244.91,2016-09-24,
4001,8806088119120,SmartPhones > Android,,Samsung Galaxy J5 4G Duos 8GB Preto (SM-J500F/DS),https://www.pcdiga.com/2/22721/Samsung-Galaxy-J5-4G-Duos-8GB-Preto-SM-J500F-DS,189.9,2016-09-24,
800,4712900410020,Tablets > Android,,Tablet Asus ZenPad 3S 10 64GB WiFi Cinza (Z500M-1H009A),https://www.pcdiga.com/2/22718/Tablet-Asus-ZenPad-3S-10-64GB-WiFi-Cinza-Z500M-1H009A,393.9,2016-09-24,
799,4712900410013,Tablets > Android,,Tablet Asus ZenPad 3S 10 64GB WiFi Silver (Z500M-1J013A),https://www.pcdiga.com/2/22717/Tablet-Asus-ZenPad-3S-10-64GB-WiFi-Silver-Z500M-1J013A,393.9,2016-09-24,
449,4712900168785,Computadores > Portáteis > Acessórios > Malas,,"Mala Asus ROG Ranger Messenger 15"" (90XB0310-BBP000)",https://www.pcdiga.com/2/22713/Mala-Asus-ROG-Ranger-Messenger-15-90XB0310-BBP000,69.9,2016-09-24,
2936,4719072442293,Computadores > Desktops > Gama MSI,,Computador MSI Nightblade X2 Gaming (X2-060XES) + Oferta,https://www.pcdiga.com/2/22706/Computador-MSI-Nightblade-X2-Gaming-X2-060XES-Oferta,1099.01,2016-09-24,
2935,4719072469986,Computadores > Desktops > Gama MSI,,Computador MSI Nightblade X2 Gaming (X2-230EU) + Oferta,https://www.pcdiga.com/2/22705/Computador-MSI-Nightblade-X2-Gaming-X2-230EU-Oferta,1799,2016-09-24,
2934,4719072469993,Computadores > Desktops > Gama MSI,,Computador MSI Nightblade X2 Gaming (X2-231EU) + Oferta,https://www.pcdiga.com/2/22704/Computador-MSI-Nightblade-X2-Gaming-X2-231EU-Oferta,1699,2016-09-24,
2999,4719072460419,Componentes > Placas Gráficas > PCI-E > NVidia,,Gráfica MSI GTX950 2GD5 OCV2 (912-V809-2076),https://www.pcdiga.com/2/22526/Grafica-MSI-GTX950-2GD5-OCV2-912-V809-2076,159,2016-09-24,
707,4712900460896,"Computadores > Portáteis > Ecrã 15.6""",,"Pack Asus ROG 15.6"" GL552VW + Asus ROG Ranger Messenger",https://www.pcdiga.com/2/22715/Pack-Asus-ROG-15-6-GL552VW-Asus-ROG-Ranger-Messenger,1199,2016-09-24,
763,4712900503500,SmartPhones > Android,,Asus Zenfone 3 Branco 64GB ZE520KL-464WHIT (90AZ0172-M01150),https://www.pcdiga.com/2/22732/Asus-Zenfone-3-Branco-64GB-ZE520KL-464WHIT-90AZ0172-M01150,369.9,2016-09-24,
2547,889561148846,Computadores > Desktops > Workstation,,PC Desktop Lenovo ThinkCentre E73 (10DS000CPG),https://www.pcdiga.com/2/22710/PC-Desktop-Lenovo-ThinkCentre-E73-10DS000CPG,459.9,2016-09-24,
1816,8716309023429,Cablagem > SATA / SAS,,Cabo Gembird Sata III 1M (CC-SATA-DATA-XL),https://www.pcdiga.com/2/22703/Cabo-Gembird-Sata-III-1M-CC-SATA-DATA-XL,2.9,2016-09-23,
163,4713147979585,Computadores > Desktops > Workstation,,Desktop ACER Aspire T TC-220 (DT.SXRED.015),https://www.pcdiga.com/2/22698/Desktop-ACER-Aspire-T-TC-220-DT-SXRED-015,349.98,2016-09-23,
3161,4719072476144,"Computadores > Portáteis > Ecrã 17.3""",,Portátil MSI GT3VR 6RF-079PT Titan Pro 4K (9S7-17A111-079),https://www.pcdiga.com/2/22699/Portatil-MSI-GT3VR-6RF-079PT-Titan-Pro-4K-9S7-17A111-079,3499.01,2016-09-23,
162,4713392145711,Computadores > Desktops > Workstation,,Desktop ACER Aspire X XC-704 (DT.SZKEB.004),https://www.pcdiga.com/2/22697/Desktop-ACER-Aspire-X-XC-704-DT-SZKEB-004,279,2016-09-23,
3903,8806088504025,SmartPhones > Acessórios,,Oculus Samsung Gear VR (2016) Preto (SM-R323NBKATPH),https://www.pcdiga.com/2/22654/Oculus-Samsung-Gear-VR-2016-Preto-SM-R323NBKATPH,85.9,2016-09-22,
1033,8435439871129,SmartPhones > Android,,Smartphone Bq Aquaris X5 Plus 3GB/32GB Preto/Cinza (C000210),https://www.pcdiga.com/2/22622/Smartphone-Bq-Aquaris-X5-Plus-3GB-32GB-Preto-Cinza-C000210,324.9,2016-09-22,
1336,843591057936,Componentes > Fontes Alimentação,,Fonte Corsair CX450M (CP-9020101-EU),https://www.pcdiga.com/2/22692/Fonte-Corsair-CX450M-CP-9020101-EU,59.9,2016-09-22,
1709,4015867186695,Periféricos > Monitores > Acessórios,,"Suporte Monitor Equip 32""-55"" Flat Screen Fixo (650310)",https://www.pcdiga.com/2/22684/Suporte-Monitor-Equip-32-55-Flat-Screen-Fixo-650310,14.9,2016-09-22,
1710,4015867186701,Periféricos > Monitores > Acessórios,,"Suporte Monitor Equip 32""-55"" Flat Screen Tilt (650311)",https://www.pcdiga.com/2/22685/Suporte-Monitor-Equip-32-55-Flat-Screen-Tilt-650311,18.91,2016-09-22,
3160,4719072478711,"Computadores > Portáteis > Ecrã 17.3""",,Portátil MSI WT72 6QJ-005PT (9S7-178412-005),https://www.pcdiga.com/2/22688/Portatil-MSI-WT72-6QJ-005PT-9S7-178412-005,2499,2016-09-22,
3377,8436532173790,Computadores > Portáteis > Acessórios > Mochilas,,"Mochila Ozone Survivor BackPack 15.6"" (OZSURVIVORBKPK)",https://www.pcdiga.com/2/22689/Mochila-Ozone-Survivor-BackPack-15-6-OZSURVIVORBKPK,69.9,2016-09-22,
3401,8436532173257,Periféricos > Audio > Auscultadores > Com Fio,,Auscultadores Ozone EKHO H80 Origen Preto (OZEKHOH80OGN),https://www.pcdiga.com/2/22690/Auscultadores-Ozone-EKHO-H80-Origen-Preto-OZEKHOH80OGN,89.9,2016-09-22,
1337,843591058018,Componentes > Fontes Alimentação,,Fonte Corsair CX550M (CP-9020102-EU),https://www.pcdiga.com/2/22693/Fonte-Corsair-CX550M-CP-9020102-EU,74.89,2016-09-22,
1338,843591058094,Componentes > Fontes Alimentação,,Fonte Corsair CX650M (CP-9020103-EU),https://www.pcdiga.com/2/22694/Fonte-Corsair-CX650M-CP-9020103-EU,84.89,2016-09-22,
160,4711421921749,Periféricos > Ratos/Teclados > Teclados > Com Fio,,Teclado A4tech Bloody LK Mechanical Illuminated US (B720),https://www.pcdiga.com/2/22695/Teclado-A4tech-Bloody-LK-Mechanical-Illuminated-US-B720,99.9,2016-09-22,
2847,6937520011695,SmartPhones > Android,,Smartphone Meizu M3 Note 4G 32GB Gold (L681H),https://www.pcdiga.com/2/22696/Smartphone-Meizu-M3-Note-4G-32GB-Gold-L681H,229,2016-09-22,
706,4712900515015,"Computadores > Portáteis > Ecrã 17.3""",,"Portátil Asus ROG 17.3"" (GL702VM-76B06PB1)",https://www.pcdiga.com/2/22686/Portatil-Asus-ROG-17-3-GL702VM-76B06PB1,1508.3,2016-09-22,
2081,848354016847,Componentes > Memórias > DDR4 > 2133Mhz,,Gskill NT DDR4-2133MHz 4GB (F4-2133C15S-4GNT),https://www.pcdiga.com/2/22671/Gskill-NT-DDR4-2133MHz-4GB-F4-2133C15S-4GNT,21.89,2016-09-20,
2082,848354008316,Componentes > Memórias > DDR3 > 1333Mhz,,Gskill NT DDR3-1333MHz 8GB (F3-10600CL9S-8GBNT),https://www.pcdiga.com/2/22672/Gskill-NT-DDR3-1333MHz-8GB-F3-10600CL9S-8GBNT,37.9,2016-09-20,
1815,8716309082099,Cablagem > Audio / Video,,Cabo Gembird DisplayPort 1m (CC-DP-1M),https://www.pcdiga.com/2/22656/Cabo-Gembird-DisplayPort-1m-CC-DP-1M,8.91,2016-09-20,
1178,4719512052914,Periféricos > Ratos/Teclados > Conjuntos,,Conjunto Cooler Master MasterKeys Lite L PT (SGB-3040-KKMF1),https://www.pcdiga.com/2/22674/Conjunto-Cooler-Master-MasterKeys-Lite-L-PT-SGB-3040-KKMF1,63.9,2016-09-20,
2078,848354017622,Componentes > Memórias > DDR4 > SO-Dimm,,Gskill Ripjaws SO-DIMM DDR4-2133 2x16GB (F4-2133C15D-32GRS),https://www.pcdiga.com/2/22668/Gskill-Ripjaws-SO-DIMM-DDR4-2133-2x16GB-F4-2133C15D-32GRS,154.89,2016-09-20,
1948,848354009566,Componentes > Memórias > DDR3 > 1600Mhz,,Gskill NT DDR3-1600MHz 2x8GB (F3-1600C11D-16GNT),https://www.pcdiga.com/2/10185/Gskill-NT-DDR3-1600MHz-2x8GB-F3-1600C11D-16GNT,75.9,2016-09-20,
3999,8806088334646,SmartPhones > Android,,Samsung Galaxy J5 (2016) 16GB Dourado (SM-J510FN),https://www.pcdiga.com/2/22665/Samsung-Galaxy-J5-2016-16GB-Dourado-SM-J510FN,229,2016-09-20,
2079,848354016878,Componentes > Memórias > DDR4 > 2400Mhz,,Gskill NT DDR4-2400MHz 2x4GB (F4-2400C15D-8GNT),https://www.pcdiga.com/2/22669/Gskill-NT-DDR4-2400MHz-2x4GB-F4-2400C15D-8GNT,43.9,2016-09-20,
2077,848354017615,Componentes > Memórias > DDR4 > SO-Dimm,,Gskill Ripjaws SO-DIMM DDR4-2133 16GB (F4-2133C15S-16GRS),https://www.pcdiga.com/2/22667/Gskill-Ripjaws-SO-DIMM-DDR4-2133-16GB-F4-2133C15S-16GRS,77.9,2016-09-20,
4823,718037829968,"Armazenamento > Discos Internos > SATA > 3.5""",,Disco Western Digital Desktop Green 6TB (WDBH2D0060HNC-ERSN),https://www.pcdiga.com/2/22664/Disco-Western-Digital-Desktop-Green-6TB-WDBH2D0060HNC-ERSN,249.9,2016-09-20,
2080,848354016861,Componentes > Memórias > DDR4 > 2400Mhz,,Gskill NT DDR4-2400MHz 4GB (F4-2400C15S-4GNT),https://www.pcdiga.com/2/22670/Gskill-NT-DDR4-2400MHz-4GB-F4-2400C15S-4GNT,21.89,2016-09-20,
4821,718037810362,"Armazenamento > Discos Externos > USB 3.5""",,"WD MyBook AV-TV 3.5"" 2TB USB 3.0 (WDBGLG0020HBK-EESN)",https://www.pcdiga.com/2/22662/WD-MyBook-AV-TV-3-5-2TB-USB-3-0-WDBGLG0020HBK-EESN,109.9,2016-09-20,
