country,rooms,price,street,name,area,chain
Costa Rica,,185USD,1 Km W Of Country Day School,Reserva Conchal,Cabo Velas,
Costa Rica,,22USD,Costado Norte Plaza Deportes,La Casona de Tortuguero,Tortuguero,
Costa Rica,,76USD,800 mts West of the Muelle Gas Station,Tilajari Hotel Resort & Conference Center,Muelle de San Carlos,
Costa Rica,,28USD,"De torre Mercedes Benz 300 Norte, 200 Este, Calle 20 Pase colon",Hotel Quinta Avenida San Jose,San Jose,
Costa Rica,,217USD,Calle Perezoso,El Castillo Hotel,Ojochal,
Costa Rica,,67USD,Lapa Verde 10,Blue Palm Hotel,Jaco,
Costa Rica,,106USD,Antigua zona Americana ,Hotel Casa Roland Golfito,Golfito,
Costa Rica,,25USD,"100 m Sur, 25 m Oeste de la Iglesia Catolica",Cabinas Las Palmas,La Fortuna,
Costa Rica,,397USD,"200 M West from Café de Paris, Playa Giones",Harmony Hotel Nosara,Nosara,
Costa Rica,,95USD,1.5 km south of Playa Carmen,Moana Lodge Mal Pais,Malpais,
Costa Rica,,81USD,Calle Real,Hotel Luna Llena,Tamarindo,
Costa Rica,,76USD,2 Kilometros del centro de la Fortuna camino al Volcan,Hotel Vista del Cerro,La Fortuna,
Costa Rica,,98USD,300 Norte del Ice Sabana Norte,Apartotel Suites Cristina,San Jose,
Costa Rica,,283USD,Tortuguero,Manatus Hotel,Tortuguero,
Costa Rica,,61USD,Moctezuma Centro ,Hotel El Jardin Montezuma,Montezuma,
Costa Rica,,59USD,Jaco Centro,Hotel Buddha House,Jaco,
Costa Rica,,75USD,Calle Cobano,Hotel Casitas Sollevante,Montezuma,
Costa Rica,,72USD, 400 Metros Este De La Ferreteria,Lookout at Playa Tortuga,Ojochal,
Costa Rica,,68USD,"1 km West of Commercial Paco, Old Road to Santa Ana | In front of Restaurant Taj Mahal",Boutique Hotel Out Of Bounds Escazu,Escazu,
Costa Rica,,96USD,Oeste del Cruce de Cangrejal,Lodge Las Ranas,Samara,
Costa Rica,,47USD,Playa Ocotal,Hotel Villa Casa Blanca,Playas del Coco,
Costa Rica,,325USD,4 Kms al Sur de San Bernardo de Bagaces,Rio Perdido,Fortuna,
Costa Rica,,73USD,"Barrio Cantarrana, Camino Buenavista",Samara Pacific Lodge,Samara,
Costa Rica,,109USD,Forest hills,Forest Hills Suites,Playa Herradura,
Costa Rica,,59USD,50 M Al Frente Del Hotel El Establo,Manakin Lodge Monteverde Costa Rica,Monteverde,
Costa Rica,,62USD,"150 metros de la Iglesia, Calle Los Cholos",Hotel El Paraiso Escondido,Jaco,
Costa Rica,,111USD,"Hotel Coco Palms in Playas del Coco, next to soccer field",Hotel Coco Palms,Playas del Coco,
Costa Rica,,75USD,"50 mts Norte de ""gato cansado"" en la entrada del Instituto de Yoga Nosara, 700 mts sur",Green Sanctuary Hotel,Nosara,
Costa Rica,,90USD,100 metros sur del Banco Nacional de Costa rica-costado oeste del Hotel Arcoiris,Tamarindo Bay Boutique Hotel,Tamarindo,
Costa Rica,,118USD,La Virgen,Sarapiquis Rainforest Lodge,La Virgen,
Costa Rica,,58USD,"125 metros al este del periódico la República, Barrio Tournon",Hotel Villa Tournon,San Jose,
Costa Rica,,38USD,"2 Km west from La Fortuna, on the way to the Arenal Volcano",Hotel Arenal Rossi,La Fortuna,
Costa Rica,,43USD,50 mts Sur de Stanfords,The Lotus Garden Puerto Viejo de Sarapiqui,Puerto Viejo de Talamanca,
Costa Rica,,67USD, Manuel Antonio,Hotel Divisa Mar,Manuel Antonio,
Costa Rica,,104USD,"La Palma, La Fortuna",Hotel Miradas Arenal,La Fortuna,
Costa Rica,,81USD,Playa Hermosa,Hotel ManGaby,Playa Hermosa,
Costa Rica,,91USD,Playa Dominical frente al ICE,Diuwak,Dominical,
Costa Rica,,93USD,75 M East of Brunella,Nautilus Hotel Santa Teresa,Santa Teresa,
Costa Rica,,73USD,500 East 100 North Crossing Cot-Pacayas On The Irazu Volcano,Grandpa's Hotel Cartago,Cot,
Costa Rica,,77USD, Santa Elena,Cala Lodge,Monteverde,
Costa Rica,,210USD,Drake Bay,Pirate Cove,Drake Bay,
Costa Rica,,72USD,10 Km West Of Catholic Church,Hotel Lavas Tacotal,La Fortuna,
Costa Rica,,104USD,Frente Colegio Agropecuario,Hotel and Country Club Suerre,Guapiles,
Costa Rica,,125USD,Palm Beach Estates,Hotel Cantarana,Playa Grande,
Costa Rica,,59USD,200 metros Oeste de la Embajada de los Estados Unidos,Isla Verde Hotel,San Jose,
Costa Rica,,269USD,Papagayo Bay,El Mangroove Autograph Collection,Playa Panama,
Costa Rica,,105USD,"Playas del Coco, Guanacaste",Hotel Chantel,Playas del Coco,
Costa Rica,,444USD,1.5 Km Oestre de Curce Hacia Atirro De La Suiza ,Hotel Casa Turire,Turrialba,
Costa Rica,,438USD,4 kms North from Franks Place,Florblanca Resort,Santa Teresa,
Costa Rica,,348USD,Playa El Jobo El Jobo La Cruz de Guanacaste Costa Rica,Dreams Las Mareas Costa Rica,La Cruz de Guanacaste,
Costa Rica,,55USD,300 m sur del Cementerio de Sta Cruz,Hotel Guayabo Lodge,Turrialba,
Costa Rica,,63USD,"Calle 6, Santa Elena Monteverde,",Hotel Cipreses,Monteverde,
Costa Rica,,100USD,Playa Hermosa,Terraza Del Pacifico Hotel and Resort,Jaco,
Costa Rica,,41USD,"Avenida Central y Primera, Calle 14",Hotel Novo San Jose,San Jose,
Costa Rica,,45USD,Palm Beach Estates,Hotel El Manglar,Playa Grande,
Costa Rica,,14USD,100 mtrs este del Banco de Costa Rica,Tucan Hotel,Uvita,
Costa Rica,,58USD,"500 mts west of Banco Nacional Nicoya,",Hotel Samara Inn,Samara,
Costa Rica,,122USD,Playa Pan de Azucar,Hotel Sugar Beach,Potrero,
Costa Rica,,124USD,"250 mts. North of Autos Subarú, Barrio Dent Los Yoses, San Pedr",Boutique Hotel Jade,San Pedro,
Costa Rica,,145USD,3er camino izquierda Banana Azul Playa Negra,VIP Hotel Playa Negra,Puerto Viejo de Talamanca,
Costa Rica,,59USD,"Ave 9 Calle 15 Barrio Otoya, 100 m best, 125 South",Hotel Rincon De San Jose,San Jose,
Costa Rica,,111USD,Calle Perezoso,Alma de Ojochal,Ojochal,
Costa Rica,,98USD,100 metros sur 125 oeste hotel Ramada Herradura,Terrazas de Golf Boutique Hotel,Heredia,
Costa Rica,,71USD,Rohrmoser Blvd,Hotel Casa Roland San Jose,San Jose,
Costa Rica,,58USD,Samara Main Street,Hotel Samara Beach,Samara,
Costa Rica,,107USD,main road to Manuel Antonio,Tabulia Tree Hotel and Villas,Manuel Antonio,
Costa Rica,,646USD,"Uvita, Osa",Kura Design Villas,Uvita,
Costa Rica,,94USD,Calle Salguero San Roque Abajo,La Terraza Guest House Grecia,Grecia,
Costa Rica,,44USD,"300 metros al oeste del Cementerio de La Fortuna, San Carlos",Hotel Las Flores Fortuna,La Fortuna,
Costa Rica,,70USD,"Playa Negra, Paraiso",Hotel Playa Negra,Playa Negra,
Costa Rica,,67USD,"Ave. 11, Calles 13-15",Vesuvio Hotel San Jose,San Jose,
Costa Rica,,51USD,Playa ,Hotel La Laguna Del Cocodrilo,Tamarindo,
Costa Rica,,146USD,Manuel Antonio Beach,Hotel Playa Espadilla,Manuel Antonio,
Costa Rica,,70USD,Calle Las Olas,Hotel Los Ranchos,Jaco,
Costa Rica,,60USD,"Lomas de Jaco, 500 metros norte y 300 oeste de la entrada en el Boulevard",Aparthotel Vista Pacifico,Jaco,
Costa Rica,,84USD,Beside Cetal LaCatalina,La Catalina Hotel & Suites,Santa Barbara,
Costa Rica,,65USD,Half a Mile South from the Church,Arenal Country Inn,La Fortuna,
Costa Rica,,104USD,De la entrada de Bejuco 800 metros este frente a la playa Bejuco,Hotel Delfin Beach Front Resort,Bejuco,
Costa Rica,,65USD,200m Desde Rio Lajas,Hotel Celaje,Montezuma,
Costa Rica,,88USD,400 Metros Norte De La Iglesia Catolica Club Condovac,Condovac la Costa,Playa Hermosa,
Costa Rica,,61USD,Playa Buena Vista,Hotel Flying Crocodile,Samara,
Costa Rica,,79USD,"South side of the Catholic Church,",Hotel Arenal Carmela,La Fortuna,
Costa Rica,,74USD,"Main road into Playa Grande estate, 250 to Northeast from MINAE",Playa Grande Park Hotel,Playa Grande,
Costa Rica,,151USD,Apartado 86-4023 Garabito,Canciones Del Mar Hotel Jaco,Jaco,
Costa Rica,,108USD,"Avenida Primera, Calle 9",Hotel Del Rey San Jose,San Jose,
Costa Rica,,71USD,Av. 5 Entre Calle 3 y 4,Hotel Casa Alegre Posada Nena,Santa Ana,
Costa Rica,,114USD,Calle Lunatica,Hotel Blue Conga,Puerto Viejo de Talamanca,
Costa Rica,,67USD,"Carretera a Manuel Antonio, kilometro 4",Hotel Mandarina,Manuel Antonio,
Costa Rica,,65USD,Plaza Colonial Escazú,Ecoplaya Beach Resort,La Cruz de Guanacaste,
Costa Rica,,48USD,Calle 1 Cerro Plano,Hotel Forest Dreams Manakin,Monteverde,
Costa Rica,,246USD,1KM norte Residencies San Miguel; Playa San Miguel Guanacaste,Cristal Azul Hotel,Playa San Miguel,
Costa Rica,,90USD,200 mts este del banco de Costa Rica,Hotel La Casa de las Flores,Cahuita,
Costa Rica,,86USD,200 este Escuela Rafael Arguedas,Hotel Montana Monteverde Monteverde,Monteverde,
Costa Rica,,38USD,Calle 8,Hotel Don Taco,Monteverde,
Costa Rica,,45USD,"Calle 33 entre Avenida 3 y 4, Barrio Escalante",Hotel Boutique Luz de Luna,San Jose,
Costa Rica,,14USD,75 Mts East From La Fortuna Bus Stop,Hotel Mayol Lodge La Fortuna,La Fortuna,
Costa Rica,,483USD,Santa Teresa de Cobano,Latitude 10 Resort,Santa Teresa,
Costa Rica,,67USD,100 metres east of Supercompro,Villas Macondo,Tamarindo,
Costa Rica,,110USD,Del Puente Sobre El Rio Uvita 200 Mts Suroeste,Hotel Luz De Luna Uvita,Uvita,
Costa Rica,,82USD,Sarapiqui,Hotel El Bambu,Puerto Viejo de Sarapiqui,
Costa Rica,,51USD,Del Automercado de Los Yoses 75 mtrs al Oeste sobre la Avenida principal entre calles 35 y 37,Hotel Casa Las Orquideas,San Pedro,
Costa Rica,,44USD,9 Km Sw From Nuevo Arenal On Route 142,Toad Hall Hotel,Nuevo Arenal,
Costa Rica,,91USD,Mal Pais Cross,Playa Carmen Hotel,Santa Teresa,
Costa Rica,,67USD,50 Metros Norte Entrada Derecho UCR,Hotel Ave del Paraiso,San Jose,
Costa Rica,,52USD,"Playa Espadilla, Manuel Antonio. Antiguas Cabinas Piscis, contiguo a Bar Liquid.",Kacha B&B Beach Front,Manuel Antonio,
Costa Rica,,48USD,"Rotonda 1, N17 Heredia - Cariari",Puerta del Sol Hotel Heredia,Heredia,
Costa Rica,,61USD,"150 Este de Pacific Park, frente a Hotel Pasatiempo",Hotel Nahua,Tamarindo,
Costa Rica,,106USD,San Isidro de Penas Blancas,Heliconias Nature Lodge,San Ramon,
Costa Rica,,177USD,50 meters north from the Tamarindo Diria Hotel,Sunrise Condos of Tamarindo,Tamarindo,
Costa Rica,,35USD,150 Mts North of the Main Central Park,Hotel El Volcan,La Fortuna,
Costa Rica,,110USD,Manuel Antonio Beach,Cabinas Espadilla,Manuel Antonio,
Costa Rica,,38USD,"2 Km East from International Airport, Liberia Guanacaste",Hotel Santa Ana Liberia Airport,Liberia,
Costa Rica,,110USD,End of airstrip,Pelican Hotel Esterillos Este,Esterillos Este,
Costa Rica,,25USD,"Side Northwest of the Park, 300 meters West",Hotel La Choza Inn,La Fortuna,
Costa Rica,,40USD,Bahia Drake,Cabinas Pura Vida,Drake Bay,
Costa Rica,,83USD,Sarapiqui,SueA+-o Azul,Horquetas,
Costa Rica,,55USD,400 metros Norte Playa Buenavista,Hotel Paraiso del Cocodrilo,Samara,
Costa Rica,,44USD,"Second Avenue, Between 3rd and 5th Street",Hotel Mi Tierra,Alajuela,
Costa Rica,,118USD,de la municipalidad de Jaco 600 sur,Hotel South Beach,Jaco,
Costa Rica,,23USD,200 meters South of Nosara Yoga Institute & 200 meters west.,Jungle's Edge,Nosara,
Costa Rica,,92USD,Puntarenas,Heliconia Hotel Monteverde,Monteverde,
Costa Rica,,74USD,Bahía Drake en la Península de Osa,Hotel Rancho Corcovado,Drake Bay,
Costa Rica,,100USD,Calle principal hacia Playa Carrillo,Montelaguna Boutique Hotel,Puerto Carrillo,
Costa Rica,,112USD,"Cartago, Costa Rica, 1.5 km al sur de la represa de Cachi",Hotel Boutique La Casona del Cafetal,Cachi,
Costa Rica,,56USD,"Quebrada Seca, Jaco Beach",Hotel Green Jaco,Jaco,
Costa Rica,,75USD,Calle Principal,Lizard King Resort,Puerto Viejo de Talamanca,
Costa Rica,,417USD,800 West Playa Rajada,Recreo,La Cruz de Guanacaste,
Costa Rica,,49USD,"Playa Tamarindo, 100 sur del hotel Diria",Hotel Mar Rey,Tamarindo,
Costa Rica,,86USD,Avenida 3 Calle 1,Park Hotel Limon,Puerto Limon,
Costa Rica,,87USD,Calle Principal de Los Pargos,Cafe Playa Negra Restaurant & Hotel,Playa Negra,
Costa Rica,,55USD,La Paz de Rio Celeste de Guatuso,Hotel Catarata Rio Celeste,San Rafael de Guatuso,
Costa Rica,,11USD,50 metros sur y 70 este del Banco Nacional de Monteverde,Santa Elena Hostel Resort,Monteverde,
Costa Rica,,85USD,4 Km Oeste del Parque de La Fortuna,El Sueno Dorado Hotel,La Fortuna,
Costa Rica,,47USD,5 5 Km Oeste De La Entrada Del Aeropuerto,Hotel Rincon del LLano,Liberia,
Costa Rica,,95USD,17 Km. Sur de Playa Dominical - Jardines del Morete - Uvita de Osa,Whales & Dolphins Ecolodge,Dominical,
Costa Rica,,81USD,400 Sur De La Plaza De Cocles,Lanna Ban Hotel,Puerto Viejo de Talamanca,
Costa Rica,,105USD,5km al norte del cruce de Mal Pais,Hotel el Rey Patricio y Restaurante Tapas,Santa Teresa,
Costa Rica,,147USD,Playa Carrillo,Nammbu Beachfront Bungalows,Puerto Carrillo,
Costa Rica,,95USD,150 metros de la Plaza de Futbol de Santa Teresa,Disfrutalo Resort,Santa Teresa,
Costa Rica,,327USD,Next to the Airport,Crocodile Bay Resort,Puerto Jimenez,
Costa Rica,,86USD,"Carretera Carrillo, a los 5 km a la derecha fruente de la torre de ICE",The Hideaway Hotel,Puerto Carrillo,
Costa Rica,,67USD,Calle Principal Conjunto Restaurante Pangas frente al complejo el Tesoro,Los Mangos Tamarindo,Tamarindo,
Costa Rica,,57USD,Calle Boqueron,Hotel Colinas del Sol,Atenas,
Costa Rica,,96USD,2 km north of Cruce de Playa Carmen,Esencia Hotel and Villas,Santa Teresa,
Costa Rica,,72USD,Playa Negra,La Perla Negra Beach Hotel Puerto Viejo de Talamanca,Puerto Viejo de Talamanca,
Costa Rica,,151USD,"Road 142, 20 Kms West from the Dam",La Mansion Inn Arenal Cano Negro,Nuevo Arenal,
Costa Rica,,38USD,"700 metros este del Banco de Costa Rica, Fortuna, San Carlos",Hotel Villa Fortuna,La Fortuna,
Costa Rica,,215USD,700 meters North of the School,Ylang Ylang Beach Resort,Montezuma,
Costa Rica,,343USD,Central Pacific Coast,Zephyr Palace Luxury Rental Mansion,Playa Herradura,
Costa Rica,,57USD,200 Mts.oeste Del Parque De La Fortuna,Luigi's Hotel,La Fortuna,
Costa Rica,,99USD,"Sabana sur, costado este de la Contraloría General de la República, Apdo.",Costa Rica Tennis Club & Hotel,San Jose,
Costa Rica,,152USD,600 meters north of La Susanita,Hotel Villa Florencia Turrialba,Turrialba,
Costa Rica,,92USD,Laguna Penitencia,Caribbean Paradise Eco-Lodge,Tortuguero,
Costa Rica,,98USD,"Cocles, Entrada Ole Caribe 30 metros a lado",Los Continentes,Puerto Viejo de Talamanca,
Costa Rica,,53USD,Santa Elena De Monteverde,Hotel Claro De Luna,Monteverde,
Costa Rica,,49USD,2 km east of Plaza Carrillo,El Sueno Tropical,Puerto Carrillo,
Costa Rica,,72USD,"Playa Uvita, Bahia",Nido del Halcon,Uvita,
Costa Rica,,168USD,Bodhi Tree,Bodhi Tree Yoga Resort,Nosara,
Costa Rica,,59USD,"300 metros norte de ""La Lora Amarilla""",Hotel Raratonga,Santa Teresa,
Costa Rica,,77USD,1.5 sur del Parque Industrial en Cartago,Hotel y Restaurante El Guarco,El Tejar,
Costa Rica,,130USD,Calle Perezoso 15km South of Uvita de Osa,Hotel Mamma e Papa,Ojochal,
Costa Rica,,75USD,300 mts east from the Soccer Field Playa ,Villaggio Flor de Pacifico,Potrero,
Costa Rica,,90USD,Cano Negro National Wildlife Refuge,Hotel De Campo Cano Negro,Cano Negro,
Costa Rica,,244USD,Canal Principal,Aninga Lodge,Tortuguero,
Costa Rica,,73USD,200 Mt North from Restaurant Bar La Perla,Hotel Isolina Beach,Potrero,
Costa Rica,,84USD,"North Zone, La Fortuna de San Carlos",Las Cabanitas Resort,La Fortuna,
Costa Rica,,75USD,Avenida 11 Calle 3 Bis Barrio AmA3n,Taormina Hotel and Casino,San Jose,
Costa Rica,,33USD,Costado Este de la Iglesia Adventista,Miss Miriam 2,Tortuguero,
Costa Rica,,102USD,KM 16 Carretera a Bajos de Toro Amarillo,Hotel Alto Palomo,Rio Segundo,
Costa Rica,,87USD,Punta Coyete en Guanacaste,Casa Caletas Boutique Hotel Carrillo,Puerto Coyote,
Costa Rica,,547USD,"2 km Noreste de Catarata de Uvita, Uvita de Osa, Puntarenas 60504 Costa Rica",Vista Celestial,Uvita,
Costa Rica,,18USD,Santa Elena Monteverde,Pension Santa Elena,Monteverde,
Costa Rica,,67USD,700 mst norte del Liceo Canaan San Gerardo de Rivas,Hotel de Montana El Pelicano,Herradura,
Costa Rica,,33USD,Costa Ballena,Hacienda CoopeAgri,Uvita,
Costa Rica,,53USD,4 Kms Norte de Sky Walk,Vistaverde Lodge,Cano Negro,
Costa Rica,,45USD,Heredia al sur del Parque Central de Heredia,Hotel America Heredia,Heredia,
Costa Rica,,62USD,2 Km al Norte de la Plaza de Portalon,Portasol Rainforest & Ocean View Community,Matapalo,
Costa Rica,,69USD, 250 Metros Al Este De La Segunda Entrada De Playa Hermosa,Hotel & Villas Huetares,Playa Hermosa,
Costa Rica,,74USD,"KM 2, Banana Bay Marina, Casa Amarilla",Banana Bay Marina,Golfito,
Costa Rica,,136USD,"7km al Sur de Uvita, Osa Playa ",Cristal Ballena Resort Dominical,Ballena,
Costa Rica,,33USD,Playa Chiquita,Hotel Sibu,Puerto Viejo de Talamanca,
Costa Rica,,83USD,"400 Norte Cementerio la Guaria Puerto Viejo, Sarapiqui, Heredia, Costa Rica",Ara Ambigua Lodge,Puerto Viejo de Sarapiqui,
Costa Rica,,82USD,De La Fortuna 4km Camino Hacia El Volcan,Loma Real Hotel & Hotsprings,La Fortuna,
Costa Rica,,39USD,200 m south of Plaza de Deportes,Cabinas El Icaco Tortuguero - Hostel,Tortuguero,
Costa Rica,,45USD, 100 Metros Norte Del Banco Nacional,Cabinas Las Tinajas,La Fortuna,
Costa Rica,,50USD,200 sur de Stanford,Exotica Lodge,Puerto Viejo de Talamanca,
Costa Rica,,66USD,"Carretera a Parrita, 8km despues del Rio Tulin, Segunda entrada a Mano derecha",Hotel Walt Paraiso,Esterillos,
Costa Rica,,82USD,100 Meters East Main Beach Entry,Boutique Hotel Luamey,Tamarindo,
Costa Rica,,77USD,7 Kilometros Al Este Hacia Aguas Zarcas,Termales del Bosque,Ciudad Quesada,
Costa Rica,,511USD,"Playa Conchal, 1 Km Antes De P",Paradisus Playa Conchal Cabo Velas,Brasilito,
Costa Rica,,95USD,1Km from Los Angeles - Cangreja Park,Hotel Paraiso Carlisa,Parrita,
Costa Rica,,85USD,Miramar Puntarenas,Adventure Park And Hotel Vista Golfo,Miramar,
Costa Rica,,69USD,Apartado 14,Hotel Rancho Suizo Lodge,Nosara,
Costa Rica,,170USD, 300 East Of The Gas Station,Belmar Hotel Monteverde,Monteverde,
Costa Rica,,112USD,Al final de la Calle El Cocal Frente al Mar,Hotel Mango Mar,Jaco,
Costa Rica,,77USD,800 Metros Este Sjo Aeropuerto Internacional,Hotel Casa Antigua Alajuela,Alajuela,
Costa Rica,,73USD,Turrialba centro,Hotel Wagelia Turrialba,Turrialba,
Costa Rica,,77USD,150 metros al Sur de Librería Universal,Apartotel El Sesteo,San Jose,
Costa Rica,,410USD,Interamericana Sur entrada de Cajon Santa Teresa 1km al oeste San Isidro de El General San Jose CRI,AltaGracia Boutique Hacienda,Santa Teresa,
Costa Rica,,40USD,250 metros al Oeste de la Iglesia de La Fortuna,Regina Hotel La Fortuna,La Fortuna,
Costa Rica,,63USD,200 Metros Noreste De La Escuela El Pilon De Bijagua.,Posada Rio Celeste,Bijagua de Upala,
Costa Rica,,73USD,Entrance to town,Hotel Boyeros,Liberia,
Costa Rica,,121USD,Jacó Beach Municipal Palace 800 mts South,Hotel Arenal Pacifico,Jaco,
Costa Rica,,84USD,300 Meters West Of The Ice Tower,Marbella Surf Inn,Marbella,
