ProductID,WebTitle,ModelNo
50853,Festool DF500 Q-Plus GB 110v Domino Joining System in Systainer 2,DF500 Q-Plus GB
10809,Stanley STA043672 Fatmax Pro Box Beam Spirit Level 3 Vial 180cm,STA043672
21372,Bostitch BOSN66C2E N66C-2-E Variable Depth Control Coil Nailer,BOSN66C2E
58041,Makita LS1216L 110v 305mm Slide Compound Mitre Saw with Laser,LS1216L
79517,Makita SP6000J/1 110v 165mm Plunge Cut Saw in MakPac Connector Case,SP6000J/1
91553,Evolution 66TBlade 355mm Ø 66T TCT Steel Cutting Blade,66TBlade
48233,Makita 831278-2 LXT400 4 Piece Tool Bag,831278-2
118616,DeWalt DCK699M3T XR 6 Piece Kit 18v 3 x 4.0Ah Li-Ion,DCK699M3T
80345,Makita DLX2002M 18v LXT Combi Drill and Impact Driver 2 x 4.0ah Li-ion,DLX2002M
94071,DeWalt DCS387N-XJ 18v XR Compact Reciprocating Saw Bare Unit,DCS387N-XJ
85687,Milwaukee M18BIW12-202C M18 18v Compact 1/2in Impact Wrench 2 x 2.0ah,M18BIW12-202C
50879,Festool OF1010 EQ-Plus 1/4in Router 110v in Systainer SYS 3 T-Loc,OF1010 EQ-Plus
94837,Makita VC2012L/2 240v Wet and Dry L-Class Dust Extractor 20L,VC2012L/2
26765,Hitachi NT65GB 3.6v 2x1.5Ah Li-Ion Cordless Angled Nail Gun,NT65GB
21431,Hitachi NT65GS Lightweight Brad Nailer 2 x 3.6v 1.5ah,NT65GS
101543,Milwaukee M18SET2L-503W M18 Fuel 18v Combi & Impact Wrench Powerpack,M18SET2L-503W
17750,Metabo DH330 240v Planer / Thicknesser 240v,DH330 240v
101516,Milwaukee M18CID-502X M18 Fuel 1/4in Hex Impact Driver 2 x 5.0ah,M18CID-502X
90664,DeWalt DCD795P2 18v XR Compact Hammer Drill Driver 2 x 5.0Ah,DCD795P2
51530,Festool LHS225/CTM36E AC-Set 240v Long Reach Sander and Dust Extractor,LHS225/CTM36E AC-Set
85691,Milwaukee M18BMT-0 M18 18v Compact Multi Tool Bare Unit,M18BMT-0
94453,Bosch 18BLUE60 18v 6.0ah Li-Ion Cool Pack Battery,18BLUE60
36294,C H Hanson CHH06200 Automatic C Clamp 180mm/7in,CHH06200
94210,Festool DWC 18-2500 5.2 Li-Plus 18v Duradrive Screwdriver 2 x 5.2Ah,DWC 18-2500 5.2 Li-Plus
50620,Festool OF1010 EBQ-Plus 240v Router in Systainer 3 T-LOC,OF1010 EBQ-Plus
29946,Makita RT0700CX2 240v Router / Trimmer with Extra Bases,RT0700CX2
86915,Sealey VSE4784 Trailing Arm Bush Tool - Ford Mondeo Mk4,VSE4784
90161,Hitachi WR18DSDL/JJ 18v Impact Wrench 2 x 5.0Ah Li-Ion,WR18DSDL/JJ
94000,Festool CXS LI 2.6 SET GB  10.8v Cordless Drill 2 x 2.6Ah in Systainer,CXS LI 2.6 SET GB 
56973,Bosch GSB18VE2LIRS 18v Robust Combi Drill Kit in L-Boxx 2 x 4.0ah Li-ion,GSB18VE2LIRS
90952,Milwaukee M18SMS216-0 M18 18v Mitre Saw Bare Unit,M18SMS216-0
94428,Makita SG1251J/2 240v 125mm Wall Chaser 2 x Diamond Discs,SG1251J/2
80732,Stabila STB962SET 96-2 Spirit Level Pack 60cm + 120cm + 180cm,STB962SET
94052,"DeWalt DCK382M2 18v XR 3pc Kit Combi Drill, Impact Driver and Grinder 2 x 4.0Ah Li-ion",DCK382M2
116742,Makita DHR202LXT400BAG 18v SDS Plus Rotary Hammer Bare Unit and Tool Bag,DHR202LXT400BAG
26261,Makita DDA351Z 18v 10mm LXT Angle Drill Bare Unit,DDA351Z
49087,Makita 831279-0 LXT 6pc Tool Bag,831279-0
60883,Makita LF1000 240v Flip Over Table Saw / Mitre Saw,LF1000
47726,DeWalt DEWDCD740N 18v XR Right Angle Drill Bare Unit,DEWDCD740N
10807,Stanley STA043648 Fatmax Pro Box Beam Spirit Level 3 Vial 120cm,STA043648
26074,Makita BO4556 240v Palm Finishing Sander,BO4556
81165,Bosch GOP18VECBARE 18v Professional Multi Cutter Bare Unit + 8 Accs,GOP18VECBARE
26384,Makita DFR550Z 18v LXT Auto Feed Screwdriver Bare Unit 55mm,DFR550Z
102236,DeWalt DW0811 360 Degree Line and Cross Line Laser Level,DW0811
57226,Makita DHP458RFE 18v LXT Combi Drill Kit 2 x 3.0ah Li-ion,DHP458RFE
57037,DeWalt DWV902ML Next Generation Dust Extractor M-Class 110V,DWV902ML
57999,Makita TM3000CX4/2 240v Multi Tool Cutter and 33 Accessories,TM3000CX4/2
80059,Trend CRT/MK3 CraftPro Router Table MK3 240V,CRT/MK3
70534,DeWalt DCD795D2 Compact Combi Hammer Drill Driver 18V 2 x 2.0ah,DCD795D2
51528,Festool LHS 225 EQ-Plus 110v Long Reach Sander in Sys Maxi,LHS 225 EQ-Plus
26464,Makita PW5000C/1 Wet Stone Polisher 100mm 110v,PW5000C/1
57029,DeWalt DWE576K Precision Circular Saw 190mm & track Base 240v,DWE576K
88299,DeWalt DCR020 XR Li-Ion DAB / FM Compact Radio 240V,DCR020
85094,Makita DHR263ZJ 18v Twin SDS Hammer Drill in Makpac Connector,DHR263ZJ
29947,Makita RT0700CX2 110v Router / Trimmer with Extra Bases,RT0700CX2
12599,DeWalt DEW625EK DW625 1/2in 2000W Plunge Router - 240V,DEW625EK
94227,Festool DWC 18-4500 5.2 Li-Plus Set 18v Duradrive Screwdriver 2x5.2ah,DWC 18-4500 5.2 Li-Plus Set
26664,Makita 447M 110v 45l Wet And Dry Vacuum Dust Extractor,447M
91512,Bosch GLL250BMCC 20m Line Laser with Wall Mount and Ceiling Clamp,GLL250BMCC
102667,Bosch GSBGDX 18v Combi Drill and Impact Wrench 2 x 4.0ah L-Boxx,GSBGDX
86972,Bosch 1600Z0002Y 10.8v 4.0ah Li-Ion Battery Professional 2607336780,1600Z0002Y
69777,Makita DPJ180Z 18v LXT Biscuit Jointer Body Only,DPJ180Z
47729,DeWalt DEWDCG412N 18v XR 125mm Angle Grinder Bare Unit,DEWDCG412N
6393,Stanley STA193950 18in FatMax Technician Tool Bag,STA193950
101475,DeWalt DWV901L-LX 110v 1400w 30 Litre Wet and Dry Dust Extractor,DWV901L-LX
31203,Sealey MIGHTYMIG190 Professional Gas/No-Gas MIG Welder 190Amp with Euro Torch,MIGHTYMIG190
49480,DeWalt DCF895M2 18v XR Brushless Impact Driver 2 x 4.0ah,DCF895M2
50593,Festool FS-BAG 1.4 Metre Rail Bag,FS-BAG
10946,Stabila LAR250SET LAR250 Self Levelling Laser Level + BST-K-L + NL,LAR250SET
58508,Milwaukee AP12QE 240v Polisher 150mm 1200w,AP12QE
101544,Milwaukee M18SET2K-522W M18 Fuel 18v Automotive Thunder Bolt Powerpack,M18SET2K-522W
26167,Makita 5704RK 240v 190mm Circular Saw and Case,5704RK
85688,Milwaukee M18BIW12-0 M18 18v Compact 1/2in Impact Wrench Bare Unit,M18BIW12-0
85045,Bosch GST108VLIN 10.8v Professional Jigsaw Bare Unit,GST108VLIN
92101,Bosch GCM12SD1+GTA 2600 110v 12in Double Bevel Sliding Mitre Saw and Stand,GCM12SD1+GTA 2600
28650,Bosch GBH18VLICPN 18v Compact Li-Ion SDS Rotary Hammer Drill Bare Unit,GBH18VLICPN
93602,Panasonic EYC200LS3T31 18v Drill Driver and Impact Driver Black Twinkit,EYC200LS3T31
80704,Festool 499704 Longlife Filter Bag For CTL Midi,499704
17657,Metabo MMFE30 ASR25LSC 240V Wall Chaser kit 240V with ASR25LSC 240V Vacuum,MMFE30 ASR25LSC 240V
101542,Milwaukee M18SET2M-503W M18 Fuel 18v Combi & Grinder Powerpack 3 x 5.0ah,M18SET2M-503W
114235,Makita DHP456SP1R 18v LXT Combi Drill 1 x 4.0ah in Makpac 100 Year Anniversary,DHP456SP1R
78749,Festool 769195 18v Quadrive PDC Combi Hammer Drill Set 2 x 4.2ah,769195
12729,DeWalt D26204-LX 110v 1/4in Plunge and Fixed Base Combi Router,D26204-LX
84070,Bosch GCM8SJL2 216mm 230-240v Sliding Mitre Saw,GCM8SJL2
78760,Festool CTL Mini GB 110v Mobile Dust Extractor,CTL Mini GB
80809,Hitachi DH28PX 240v 850w SDS Plus Rotary Hammer Drill,DH28PX
57777,Makita DHP459RFE 18v 13mm Brushless Combi Drill 2 x 3.0Ah Li-ion,DHP459RFE
85703,Milwaukee M12BPP4A-202B 12v 4 Piece Tool Kit 2 x 2.0ah Li-ion and Tool Bag,M12BPP4A-202B
25875,Bosch GSA18VLIN 18v Li-ion Recip / Sabre Saw Bare Unit,GSA18VLIN
50628,Festool CTL26 E GB 240v CLEANTEC Mobile Dust Extractor,CTL26 E GB
85029,DeWalt DCS355D2 18v XR Brushless Oscillating Multi-Tool 2 x 2.0Ah,DCS355D2
88295,DeWalt DCH363D2 36v SDS Plus Hammer Drill 2 x 2.0ah Li-ion,DCH363D2
26441,Makita DA4000LR 13mm Angle Drill 240v,DA4000LR
88829,Makita DEAWST01 Adjustable Wheeled Stand,DEAWST01
26629,Makita HR4001C 240v 40mm SDS Max Rotary Hammer Drill,HR4001C
37554,Sealey HVD24 Industrial High Velocity Drum Fan 24in 230V,HVD24
52720,Festool ETS150/5 EQ-Plus 240v Random Orbital Sander in Systainer 3,ETS150/5 EQ-Plus
94591,Festool TSC55 REB-Plus Li 18v-36v Plunge Saw 2 x 5.2Ah Li-Ion,TSC55 REB-Plus Li
83970,Stanley FMHT1-51277 FatMax Antivibe All Steel Curved Claw Hammer 570g (20oz),FMHT1-51277
93991,Festool T 18+3 Li PLUS GB 18v Cordless Drill 2 x 5.2Ah in Systainer 2,T 18+3 Li PLUS GB
114055,Festool HKC 55 Li 5.2 EB-Plus-FS 18v Circular Saw and Rail 2 x 5.2ah,HKC 55 Li 5.2 EB-Plus-FS
55576,Hitachi WH18DSAL/L4 18v Impact Driver Bare Unit,WH18DSAL/L4
6745,Stanley STA192038 Folding Saw Horse / Trestle Twin Pack,STA192038
87884,Bosch GDX18VEC 18v Brushless Impact Driver / Wrench 2 x 4.0Ah Li-ion,GDX18VEC
102695,Metabo MT18LTX 18v Cordless Multi-Tool Bare Unit,MT18LTX
85601,Metabo TKHS315C 240V MK II 240v Site Table Saw,TKHS315C 240V
117151,Makita HS7601J/2 240V 1200W Circular Saw 190mm,HS7601J/2
102706,Festool CTM26E AC 110v Autoclean Mobile Dust Extractor,CTM26E AC
99666,Metabo SB18LT 18v Compact Cordless Impact Drill 2 x 18v 1.5Ah,SB18LT
91716,Sealey SMS2003 230v 110W Bench Mounting Saw Blade Sharpener,SMS2003
88186,Bosch GSB18VECN 18v Brushless Combi Drill Bare Unit,GSB18VECN
91662,Hitachi DV18DGL/JF 18v Combi Drill With 2 x 2.5Ah Li-ion,DV18DGL/JF
57776,Makita DHP459Z 18v 13mm Brushless Combi Drill Bare Unit,DHP459Z
26264,Makita DTW251Z 18v 1/2in Drive LXT Impact Wrench Bare Unit,DTW251Z
26628,Makita HR4001C 110v 40mm SDS Max Rotary Hammer Drill,HR4001C
100062,Bosch GDX18VEC 18v Brushless Impact Driver / Wrench Bare Unit L-boxx,GDX18VEC
27142,Bosch AL3640CV 36v Li-Ion Battery Charger,AL3640CV
10567,Stanley STA020108 Fatmax 5-in-1 Hacksaw,STA020108
80580,Makita HR2611F/2 240v AVT SDS Plus Rotary Hammer Drill with Light,HR2611F/2
90708,Bosch GCM8SJL 216mm 110v Sliding Mitre Saw,GCM8SJL
85046,Bosch GKS108 GKS 10.8 V-Li Professional Circular Saw Bare Unit,GKS108
12610,Trend T11EK 240V Variable Speed Router 1/2in,T11EK
55542,Hitachi CR18DSL/L4 18v Reciprocating / Sabre Saw Bare Unit,CR18DSL/L4
91308,Hitachi KTL618SJ/JJ3 18v 6 Piece Kit + 3 x 5.0Ah Li-Ion,KTL618SJ/JJ3
117329,DeWalt DCS355M1 XR Brushless Oscillating Tool 18v 1 x 4.0Ah Li-Ion,DCS355M1
19405,"Metabo CS23-355 240V 2,300W Metal Cutting Chop Saw 240V",CS23-355 240V
80799,Hitachi KC18DKL/JB 18v Combi Drill and Impact Driver Twin Kit 2 x 5.0Ah Li-Ion,KC18DKL/JB
101095,Festool CTM 36 E AC-LHS GB 110v CLEANTEC Mobile Dust Extractor,CTM 36 E AC-LHS GB
90744,Makita BHX2501 4 Stroke Hand Held Petrol Blower,BHX2501
91455,Festool SYS-AZ Set Set of 5 Pull Out Drawers,SYS-AZ Set
47820,Makita DHP456RFWX 18v LXT Combi Drill White 1 x 3.0ah Li-Ion,DHP456RFWX
76179,Makita P-44046 216 Piece Complete Drill and Bit Set,P-44046
91813,Metabo TS 216 Floor 240v Floor Table Saw 216mm,TS 216 Floor
26703,Makita KP312/1 312mm Planer 110v,KP312/1
52502,Festool FIS-CT 26 Longlife Filter Bag for CT / CTL 26,FIS-CT 26
94425,Makita DLX2069MX2 18v Rotary Hammer and Combi Drill Twin Kit,DLX2069MX2
56568,Stabila STBRTYPE180 R-Type Level 180cm 72in,STBRTYPE180
47723,DeWalt DCS331N 18v XR Jigsaw Bare Unit,DCS331N
100083,Draper WCS8/SG 8 Piece Expert Wood Chisel and Sharpening Set in Case,WCS8/SG
28664,Bosch GTS10J 240v Professional Table Saw,GTS10J
94424,Makita DMR106B Bluetooth Job Site Radio Black,DMR106B
94770,Makita VC3011L/2 240v Vacuum Cleaner Wet and Dry Dust Extractor 28L,VC3011L/2
21605,DeWalt D25899K 110v SDS Max Demolition Hammer Drill 10kg,D25899K
29894,Makita LH1200FL 110v 305mm Table / Mitre Saw,LH1200FL
49590,Hitachi C18DSL/L4 18v Circular Saw Bare Unit - Slide on Battery,C18DSL/L4
47724,DeWalt DEWDCS380N XR Reciprocating Saw 18V - Bare Unit,DEWDCS380N
80343,Makita DCG180RFB 18v Cordless Caulking Gun 1 x 3Ah Li-ion,DCG180RFB
115478,Makita DGA455Z 18V 115mm Brushless Paddle Switch Grinder Bare Unit,DGA455Z
114070,Makita DTM50RM1J1 18v LXT Multitool 4.0Ah with Accessories MakPac Kit,DTM50RM1J1
80731,Bosch GML18VLI SoundBoxx Professional 14.4v-18v,GML18VLI
26387,Makita 9404 100mm Belt Sander 240v,9404
26571,Makita DTW251RFE 18v 1/2in LXT Impact Wrench 2 x 3.0Ah Li-ion,DTW251RFE
50612,Festool RO150FEQ-Plus  240v Rotex Geared Eccentric Sander in Systainer,RO150FEQ-Plus 
71018,Bosch GWS18-125VLIN 18v Cordless Angle Grinder 125mm Bare Unit,GWS18-125VLIN
50617,Festool 571809 Geared eccentric sander 110v RO150 FEQ-Plus GB,571809
26679,Makita 7104L 110v Chain Mortiser,7104L
26680,Makita 7104L 240v Chain Mortiser,7104L
50598,Festool DF500 Q-Plus GB 240v Domino Joining System in Systainer 2,DF500 Q-Plus GB
84367,Flex FLXCS60GRS80 CS60 Wet Saw 240v and 800mm Guide Rail,FLXCS60GRS80
84864,Sealey LSTART405 Lithium-ion Jump Starter/Power Pack 405A 12V,LSTART405
57800,Milwaukee DD2-160 XE 2 Speed Dry Diamond Core Drill 240v,DD2-160 XE
21476,Hitachi BCC715 7.2v Battery For NR90 / NR90GC2 Nailgun REPLACES EB714S,BCC715
25898,Bosch GOP108VLiN 10.8v Multi Cutter Bare Unit,GOP108VLiN
102637,Fein FMM350Q 110v Multimaster Top Kit in Systainer,FMM350Q
55652,Hitachi DH18DSL/L4 18V Hammer Drill Body Only,DH18DSL/L4
78759,Festool CTL Mini GB 240v CLEANTEC Mobile Dust Extractor,CTL Mini GB
26527,Makita DHP456RFE 18v LXT Combi Drill 2 x 3.0ah Li-ion,DHP456RFE
85698,Milwaukee M18CHIWF12 18v Fuel 1/2in High Torque Impact Wrench 2 x 4.0ah,M18CHIWF12
50875,Milwaukee MS305DB 110v 305 mm Dual Bevel Sliding Mitre Saw,MS305DB
85134,Bosch 36BLUE40 36v Battery 4.0Ah,36BLUE40
70538,DeWalt DCF886D2 18v Compact Brushless Impact Driver 2 x 2.0Ah,DCF886D2
101474,DeWalt DWV901L 230v 1400w 30 Litre Wet and Dry Dust Extractor,DWV901L
31239,Sealey SM353CE Bandsaw 400mm Horizontal Hydraulic Arm,SM353CE
8504,Stanley STA533891 FatMax Xtreme Tape Measure 8m / 26ft,STA533891
26265,Makita LCT204 10.8v LXT Impact and Drill Driver 2 x 1.3ah Li-ion,LCT204
47115,Paslode 141185 35mm Twisted Nails for Placement Nailer 2500 box and 2 cells,141185
57422,Festool 574561 NEW EHL65 EQ GB Planer 110v,574561
30065,Makita GN900SE Cordless Gas Framing Nail Gun First Fix,GN900SE
27137,Bosch GBH228DV2 240V 850w SDS Drill In L-Boxx 136,GBH228DV2
26627,Makita 2012NBX 240v Planer Thicknesser with 194053-0 Stand,2012NBX
49137,Bosch 2608584667 14pc Progressor Holesaw Set,2608584667
26174,Makita FS2300 110v Drywall Screwdriver,FS2300
101528,Milwaukee M18B5 M18 18v Red Lithium-Ion Battery 5.0ah,M18B5
91042,"Sealey CP3005 Cordless Lithium-ion Impact Wrench 18V 3Ah 1/2""Sq Drive 650Nm - 2 Batteries",CP3005
25986,DeWalt DEW170349 Toughsystem Trolley + Boxes 1-70-349,DEW170349
114050,Makita DHR243RMJV 18v SDS Rotary Hammer and Dust Extraction 2 x 4.0Ah,DHR243RMJV
29895,Makita LH1200FL 240v 305mm Table / Mitre Saw,LH1200FL
85028,DeWalt DCK255M2 18v Brushless Combi Hammer Drill & Impact Driver Kit,DCK255M2
24444,Bosch GPL5 Professional 5 Point Laser Level,GPL5
11442,Stanley STA565426 FatMax 12 Piece Screwdriver Set Parallel/Flared /Phillips /Pozi,STA565426
101466,Makita DTW281RFE 18v LXT Impact Wrench 2 x 3.0Ah Li-Ion,DTW281RFE
22146,Hitachi DH24DVC 24v SDS Hammer Drill 2 x 2.0ah NiMH,DH24DVC
94205,Festool PDC 18/4 Li 5.2-Set 18v Percussion Drill 2 x 5.2Ah Li-ion,PDC 18/4 Li 5.2-Set
12600,DeWalt DW625EKL 1/2in Plunge Router 2000w - 110V,DW625EKL
57647,Stanley 1-70-749 FatMax Rigid Top Tool Bag,1-70-749
80489,Hitachi DH26PX 240v SDS+ 3 Mode Hammer Drill 830w,DH26PX
83969,Stanley FMHT1-51275 FatMax Antivibe All Steel Curved Claw Hammer 450g (16oz),FMHT1-51275
26263,Makita DHR241Z 18v SDS Plus LXT Rotary Hammer Drill Bare Unit,DHR241Z
94417,Makita DHR165ZJ 18v Rotary Hammer Drill Bare Unit MakPac,DHR165ZJ
93983,Festool PSC 420 EB-Li BASIC 18v Pendulum Jigsaw Bare Unit,PSC 420 EB-Li BASIC
83721,Simpson Strongtie KWB1E Simply Build It Heavy-Duty Workbench Kit,KWB1E
26034,Paslode 035460 Charger Base Unit,035460
92569,Bosch GSB18VLI WC 18v Combi Drill Wireless System 2 x 2.0ah Li-ion in Lboxx,GSB18VLI WC
94413,Makita DLX2025 18v Combi Drill and Hammer Drill 2 x 3.0ah Li-ion,DLX2025
19389,Metabo BAS317 240v Bandsaw Includes Stand / Fence and 4 x Blades,BAS317
57421,Festool 574560 NEW EHL65 EQ Plus GB Planer 240v,574560
114039,Makita DBO180RMJ 18v 125mm Random Orbit Sander 2 x 4.0Ah Li-ion,DBO180RMJ
57018,Makita MLT100 110v 260mm Table Saw,MLT100
24317,Evolution EVO185MP 185mm Multipurpose Circular Saw Blade For Rage / Rage 4,EVO185MP
91567,Milwaukee M12BDDXKIT-202C 12v Removable Chuck Drill Driver 2 x 2.0ah Li-ion,M12BDDXKIT-202C
27602,Makita BML185 18v LXT Li-ion Cordless Light Torch Bare Unit Only,BML185
51543,Festool RO 125 FEQ Plus 240v Geared Eccentric Sander,RO 125 FEQ Plus
86978,Milwaukee ROS150E-2 6in / 150mm Random Orbit Sander 240v,ROS150E-2
94724,Bosch 108GSBGDRFIVE 10.8v 5pc Power Tool Kit 3 x 2.0Ah Li-ion,108GSBGDRFIVE
58655,Quik Drive FHSD64E Mezzanine Floor Screw 64mm x 750,FHSD64E
12357,DeWalt DEWD26441 Palm Sander 1/4 Sheet - 240v,DEWD26441
101523,Milwaukee M18CIW38-502X M18 Fuel 18v 3/8in Impact Wrench 2 x 5.0ah Li-Ion,M18CIW38-502X
31241,Sealey SM35CE Bandsaw 300mm Horizontal Hydraulic Arm,SM35CE
27633,Panasonic EY7940X31 14.4v Combi Drill Driver Bare Unit,EY7940X31
24430,Bosch GLL280P GLL 2-80P 20m Professional Line Laser,GLL280P
29625,Teng T1221 21 piece 1/2In Drive Metric Socket Set,T1221
7210,Stanley STA512060 60.1/2 Block Plane C/w Pouch,STA512060
86985,Bosch GHO18VLIN 18v Cordless Planer Bare Unit,GHO18VLIN
51267,Festool 496302 Universal Saw Blade for TS55 160mm x 20mm W28 28 teeth,496302
52609,Festool OF2200 EB-Set GB 110v 1/2in Router 2200w in Systainer 4 T-Loc,OF2200 EB-Set GB
30885,Evolution EVOFILE Power File Sander 240v,EVOFILE
51364,Festool 584100 LR 32-SYS Hole drilling set,584100
60907,Makita LB1200F 305mm Band Saw 240v,LB1200F
26032,Paslode 404717 Impulse Battery for IM350 Nail Gun,404717
60884,Makita LF1000 110v Flip Over Table Saw / Mitre Saw,LF1000
26227,Makita 4351FCT 240v Orbital Action Jigsaw with Job Light,4351FCT
113834,DeWalt DCF899HN XR Hog Ring High Torque Impact Wrench 18v,DCF899HN 
92686,Porta-Nails 406 16g Combination Manual Flooring Nailer,406
93997,Festool BPC 18 5.2Ah 18v 5.2Ah Lithium Ion Battery Pack BPC18,BPC 18 5.2Ah
94420,Makita DGA504RMJ 18v 125mm Angle Grinder 2 x 4.0Ah Li-Ion MakPac,DGA504RMJ
17659,Metabo MFE30 ASR25LSC 110V Wall Chaser kit 110V with ASR25LSC 110V Vacuum,MFE30 ASR25LSC 110V
85026,DeWalt DCK250M2 18v Brushless Combi Hammer Drill & Impact Driver Kit,DCK250M2
8477,Stanley STA533886 FatMax 5m / 16ft Tape Measure,STA533886
21587,DeWalt DEWDWS520KR Plunge Saw and 1.5m Guide 240v,DEWDWS520KR
117208,Bosch GBH36VFLIP3 36v 3 x 4.0Ah Li-Ion SDS-Plus Hammer Kit,GBH36VFLIP3
26445,Makita DST221Z 18v LXT Stapler Bare Unit,DST221Z
81167,Bosch GOP18VEC2 18v Professional Multi-Tool 2 x 4.0Ah Batt + 8 Accs,GOP18VEC2
89355,Ryobi RLM18X40H240 18v One Lithium Fusion Lawnmower 2 x 4.0Ah,RLM18X40H240
24333,EVOLUTION RAGE230/2 Rage230 230mm Multipurpose Circular Saw 240v,RAGE230/2
57181,Milwaukee M12CIW38 12v Li-ion FUEL 3/8in Impact Wrench 2 x 2.0Ah,M12CIW38
26605,Makita HR3210C 110v 32mm SDS Plus Rotary Hammer,HR3210C
26175,Makita FS4300 110v Drywall Screwdriver,FS4300
83822,LED Lenser H14R.2 Rechargeable Head Torch,H14R.2
23230,Hitachi DH36DAL 36v SDS Hammer Drill 3 Mode 2 x 2.6ah Li-ion,DH36DAL
26606,Makita HR3210C 240v 32mm SDS Plus Rotary Hammer Drill,HR3210C
26440,Makita DA4000LR 13mm Angle Drill 110v,DA4000LR
50635,Festool DS 4/5/6/8/10 1060x BU Domino Beechwood 1060 Piece Assortment,DS 4/5/6/8/10 1060x BU
56287,Makita B-09765 305mm x 25.4mm x 60T Cut Off Mild Steel Saw Blade,B-09765
25905,Bosch GDR18VLI 18v Impact Driver in L-Boxx 2 x 4.0ah li-ion,GDR18VLI 
24566,Bosch GSH27VC1 29kg Demolition Hammer / Breaker 110v,GSH27VC1
88162,DeWalt DCD995N 18v XR Hammer Combi Drill Driver - Bare Unit,DCD995N
86262,Metabo SSW18 LTX 400 BL High Torque Impact Wrench Body Only,SSW18 LTX 400 BL
100802,Festool 498864 Chronograph Tachymeter Mens Watch,498864
14779,LED Lenser LED8407 P7 Black Torch - 200 Lumens High Power,LED8407
85077,Makita P-44024 75pc Drill Bit and Saw Set,P-44024
90652,DeWalt DCV582 Wet & Dry 240v and Cordless 14.4-18v Vacuum - Body Only,DCV582
70744,Bosch GTA3800 Folding Leg Mitre Saw Stand,GTA3800
92185,Makita DDF481RMJ 18V Brushless Drill Driver LXT 2 x 4.0Ah Li-Ion,DDF481RMJ
56980,Makita DHR242RFE SDS Plus 18v 24mm Rotary Hammer Drill 2 x 3.0ah,DHR242RFE
85153,LED Lenser X21R.2 Rechargeable Torch,X21R.2
26503,Makita RP2301FCX 240v 1/2in Variable Speed Plunge Router,RP2301FCX
58632,Flexovit TT200EM Powered Tile Saw 220 volt 200mm,TT200EM
58247,Faithfull 80021206 Professional Tile Cutter 600mm,80021206
57741,Festool 574377 OF1010 EQ-Set GB 110v Router with 800mm Guide Rail,574377
47470,SPIT 921624 Firefix Double Clip x200,921624
49373,Sealey STW306 1/2in Sq Drive Angle Torque Wrench Digital 20-200Nm,STW306
17723,Metabo KGS315 PLUS 110V Laser Compound Mitre Saw,KGS315 PLUS 110V
90944,Milwaukee M12CIW12-202 12v Fuel 1/2in Compact Impact Wrench 2 x 2.0ah Li-ion,M12CIW12-202
21769,DeWalt DEW292L 1/2in Impact Wrench - 110V,DEW292L
114081,Makita DFR750RME 18v LXT 75mm Auto-Feed Screwdriver 2 x 4.0Ah Li-Ion,DFR750RME
58023,Makita BPT351RFE 18v Cordless Pin Nailer 2 x 3.0Ah Li-ion,BPT351RFE
90159,Hitachi WH18DSDL/JJ 18v Impact Driver 2 x 5.0Ah Li-Ion,WH18DSDL/JJ
47093,DeWalt DW088KD Cross Line Laser Level With Detector / Receiver,DW088KD
70023,Milwaukee 4932352313 Circular Saw Blade 165 x 15.8 x 24T,4932352313
24336,Evolution RAGE2/1 Rage 2 355mm TCT Multipurpose Cut Off Saw 110v,RAGE2/1
91555,Evolution EVO3551 110v 355mm Raptor TCT Cut Off Saw,EVO3551
26561,Makita HM0810T 110v 17mm A/F Hex Demolition Hammer,HM0810T
85299,Panasonic EYC210LS2F31 14.4v Drill Driver Impact Driver Kit 2 x 4.2Ah,EYC210LS2F31
90953,Milwaukee M18CAG115XPD-0 18v Fuel 115mm Angle Grinder Bare Unit,M18CAG115XPD-0
93190,Stanley STA171943 FatMax Technicians Tool Suitcase,STA171943
25957,Metabo KSU400 Universal Mitre Saw Stand,KSU400
93643,Bosch GBA1082SET 2 x 10.8v 2.0Ah Batteries and Charger Starter Set,GBA1082SET
51358,Festool 574374 Router OF1010 EBQ-Set GB 240V includes 800mm rail,574374
56567,Stabila STBRTYPE120 R-Type Level 120cm - 48in,STBRTYPE120
67030,Scheppach SD1600F 230v 50Hz 90W Variable Speed Scroll Saw,SD1600F
92002,Panasonic EY46A2X 14.4v / 18v Dual Voltage Cordless Angle Grinder Bare Unit,EY46A2X
26624,Makita 2012NB 110v Portable Planer Thicknesser,2012NB
50951,Milwaukee MS305DBSTAND/1 110v 12in Dual Bevel Sliding Mitre Saw with Stand,MS305DBSTAND/1
93649,Bosch GBA1084SET 2 x 10.8v 4.0Ah Batteries and Charger Starter Set,GBA1084SET
55403,Bosch GBH18V-EC 18V SDS Hammer Drill Brushless Motor Bare Unit,GBH18V-EC
80926,Stanley STA179213 FatMax Plastic Fabric Open Tote Cw Cover 490 x 280 x 310mm,STA179213
57813,Panasonic EY75A1X31 18v/14.4v Dual Voltage Impact Driver Body Only EY75A1,EY75A1X31
26506,Makita 446L 240v 27L Wet and Dry Vacuum Dust Extractor,446L
26352,Makita BTP130Z 14.4v 4 Function LXT Combi Drill Bare Unit,BTP130Z
26402,Makita JR3070CT 110v AVT Reciprocating / Sabre Saw,JR3070CT
93594,Panasonic EY78A1LS3T 18v Rotary Hammer Drill Driver Black 3 x 4.2Ah,EY78A1LS3T
