"code","ean","name","brand","model","category"
10020191,"8007352108967","SUPPORTO 7 MODULI VIMAR PLANA","VIMAR",14617,"Electrical"
10020190,"8007352108240","SUPPORTO 4 MODULI VIMAR PLANA","VIMAR",14614,"Electrical"
10020189,"8007352108622","PULSANTE PER TARGA LUMINOSO 2MODULI VIMAR PLANA","VIMAR",14050,"Electrical"
10020188,"8007352117709","LAMPADA EMERGENZA ESTRAIBILE VIMAR PLANA","VIMAR",14395,"Electrical"
10020187,"8007352128569","PRESA TV SAT TIPO ""F"" DIRETTA VIMAR PLANA","VIMAR",14318,"Electrical"
10020186,"8007352045491","SUPPORTO 6 MODULI VIMAR IDEA","VIMAR",16716,"Electrical"
10020185,"8007352045484","SUPPORTO 4 MODULI VIMAR IDEA","VIMAR",16714,"Electrical"
10015351,"8007352255944","CONNETTORE RETE DATI RJ45 CAT5 E UTP VIMAR PLANA","VIMAR","14339,4","Electrical"
10015350,"8007352002647","CONNETTORE RETE DATI RJ45 CAT5 E UTP VIMAR IDEA","VIMAR",16337,"Electrical"
10035629,"8007352000865","INTERRUTTORE UNIPOLARE CON CHIAVE VIMAR IDEA","VIMAR IDEA",16160,"Electrical"
10035628,"8007352002609","PORTALAMPADA ROSSO VIMAR IDEA","VIMAR IDEA","16431.R","Electrical"
10035536,"8007352033641","PLACCA 3 MODULI ORO LUCIDO VIMAR IDEA CLASSIC","VIMAR IDEA","16733,32","Electrical"
10035535,"8007352066137","PLACCA 4 MODULI GRAFITE VIMAR IDEA CLASSIC","VIMAR IDEA","16744,15","Electrical"
10035534,"8007352066120","PLACCA 3 MODULI GRAFITE VIMAR IDEA CLASSIC","VIMAR IDEA","16743,15","Electrical"
10035533,"8007352093355","PLACCA 3 MODULI NERA IDEA RONDO'","VIMAR IDEA","16763,16","Electrical"
10035631,"8007352108684","INTERRUTTORE 16A A CHIAVE VIMAR PLANA","VIMAR PLANA",14083,"Electrical"
10035630,"8007352117907","DIFFUSORE ROSSO VIMAR PLANA","VIMAR PLANA","14386.R","Electrical"
10035538,"8007352132818","PLACCA 3 MODULI REFLEX TABACCO VIMAR PLA","VIMAR PLANA","14653,49","Electrical"
10035537,"8007352132757","PLACCA 3 MODULI REFLEX CENERE VIMAR PLANA","VIMAR PLANA","14653,4","Electrical"
10032886,"8019101709141","CONDIZIONATORE ZBV18000 INVERTER POMPA DI CALORE CLASSA A/A","ZEPHIR","ZBV18000","Electrical"
10032797,"8019101708946","CONDIZIONATORE ON-OFF 12000 BTU DOPPIA CLASSE A MONOSPLIT SERIE BRAVO","ZEPHIR","ZB12000","Electrical"
10032796,"8019101709028","CONDIZIONATORE ON-OFF 9000 BTU DOPPIA CLASSE A MONOSPLIT SERIE BRAVO","ZEPHIR","ZBR9000","Electrical"
10032684,"8019101708878","CONDIZIONATORE PORTATILE ZEPHIR 9000 BTU CLASSE A SOLO FREDDO","ZEPHIR","ZM9000","Electrical"
10032383,"8019101707130","VENTILATORE ALTA PORTATA PALA Ã˜90cm","ZEPHIR","ZDF90CM","Electrical"
10032685,"8019101709769","CONDIZIONATORE PORTATILE ZEPHIR 12000 BTU CLASSE A SOLO FREDDO","ZEPHIR","ZMH12000","Electrical"
10027032,"8019101707833","CONDIZIONATORE BIV 12000 INVERTER POMPA DI CALORE CLASSA A/A","ZEPHIR","BIV12000","Electrical"
10027530,"8019101709202","CONDIZIONATORE BIV 18000 INVERTER POMPA DI CALORE CLASSA A/A","ZEPHIR","BIV18000","Electrical"
10022911,"8019101707123","VENTILATORE ALTA PORTATA PALA Ã˜60cm","ZEPHIR","ZDF60CM","Electrical"
10016168,"8019101704771","TELECOMANDO UNIVERSALE PER VENTILATORI","ZEPHIR","ZFS1000","Electrical"
10037565,"8019101709561","CONDIZIONATORE ON-OFF 12000 BTU DOPPIA CLASSE A MONOSPLIT SERIE QUADRA","ZEPHIR","ZQD12000","Electrical"
10037564,"8019101709547","CONDIZIONATORE ON-OFF 9000 BTU DOPPIA CLASSE A MONOSPLIT SERIE QUADRA","ZEPHIR","ZQD9000","Electrical"
10037089,"8019101708090","CONDIZIONATORE ZEV 12000 INVERTER POMPA DI CALORE CLASSA A/A","ZEPHIR","ZEV12000","Electrical"
10037088,"8019101708076","CONDIZIONATORE ZEV 9000 INVERTER POMPA DI CALORE CLASSA A/A","ZEPHIR","ZEV9000","Electrical"
10035382,"8019101102218","VENTILATORE DA SOFFITTO 4 PALE Ã˜130cm BIANCO CON LUCE E COMANDO A CORDICELLA","ZEPHIR","ZFS9130M","Electrical"
10016167,"8019101709325","VENTILATORE DA SOFFITTO 5 PALE Ã˜130cm MARRONE CON LUCE E COMANDO A CORDICELLA","ZEPHIR","ZFS9110M","Electrical"
10016162,"8019101102201","VENTILATORE DA SOFFITTO 4 PALE Ã˜130cm MARRONE CON LUCE E COMANDO A CORDICELLA","ZEPHIR","ZFS9130M","Electrical"
10016160,"8019101102270","VENTILATORE DA SOFFITTO 4 PALE Ã˜105cm MARRONE CON LUCE E COMANDO A CORDICELLA","ZEPHIR","ZFS9107M","Electrical"
10016156,"8019101102287","VENTILATORE DA SOFFITTO 4 PALE Ã˜105cm BIANCO CON LUCE E COMANDO A CORDICELLA","ZEPHIR","ZFS9107B","Electrical"
10037566,"8019101710833","CONDIZIONATORE INVERTER 12000 BTU POMPA DI CALORE CLASSA A/A SERIE QUADRA","ZEPHIR","ZVQ12000","Electrical"
10015460,"4001895974090","2 MASCHERE RESPIRATORI 3M 9322 CATEGORIA P2 CON VALVOLA PER POLVERI LEGNO","3M",,"Tools"
10015459,"4001895974113","2 MASCHERE RESPIRATORI 3M 9312 VALVOLA PIEGHEVOLE POLVERI STUCCHI VERNICI","3M",,"Tools"
10015458,"4001895974137","3 MASCHERE RESPIRATORI 3M 8822 POLVERI LEGNO CATEGORIA P2","3M",,"Tools"
10013366,"4046719002634","MASCHERA RESPIRATORE 3M 4251 VERNICIATURA A SPRUZZO","3M",,"Tools"
10013365,"4001895974052","MASCHERA RESPIRATORE 3M 9914 CON CARBONI ATTIVI ODORI","3M",,"Tools"
10003998,"4001895974038","MASCHERA RESPIRATORE 3M CON VALVOLA 9928 POLVERE SALDATURA","3M",,"Tools"
10017241,"8000691863320","CHIAVE POLIGONALE BETA 20x22mm CHROME VANADIUM","BETA",,"Tools"
10020712,"8000691863467","8 CHIAVI BRUGOLA BETA 2-10mm CROMATE CHROME VANADIUM","BETA",,"Tools"
10003254,"8000691860909","PINZA SPELAFILI BETA 160mm CHROME VANADIUM","BETA",,"Tools"
10003248,"8014230422466","PINZA UNIVERSALE BETA 180mm CHROME VANADIUM","BETA",,"Tools"
10022154,"8014230422473","PINZA UNIVERSALE BETA 200mm CHROME VANADIUM","BETA",,"Tools"
10021332,"8000691865959","30 CHIAVI A BUSSOLA BETA E 5 ACCESSORI CHROME VANADIUM","BETA",,"Tools"
10021326,"8000691866024","CHIAVE DINAMOMETRICA BETA 1/2"" A SCATTO CHROME VANADIUM","BETA",,"Tools"
10021324,"8000691519524","CHIAVE BUSSOLA BETA 1/2"" 36mm CHROME VANADIUM","BETA",,"Tools"
10021323,"8000691519517","CHIAVE BUSSOLA BETA 1/2"" 32mm CHROME VANADIUM","BETA",,"Tools"
10021322,"8000691519500","CHIAVE BUSSOLA BETA 1/2"" 30mm CHROME VANADIUM","BETA",,"Tools"
10021321,"8000691519494","CHIAVE BUSSOLA BETA 1/2"" 27mm CHROME VANADIUM","BETA",,"Tools"
10021320,"8000691519487","CHIAVE BUSSOLA BETA 1/2"" 24mm CHROME VANADIUM","BETA",,"Tools"
10021319,"8000691519470","CHIAVE BUSSOLA BETA 1/2"" 23mm CHROME VANADIUM","BETA",,"Tools"
10021318,"8000691519463","CHIAVE BUSSOLA BETA 1/2"" 22mm CHROME VANADIUM","BETA",,"Tools"
10021317,"8000691519456","CHIAVE BUSSOLA BETA 1/2"" 21mm CHROME VANADIUM","BETA",,"Tools"
10021316,"8000691519449","CHIAVE BUSSOLA BETA 1/2"" 19mm CHROME VANADIUM","BETA",,"Tools"
10021315,"8000691519432","CHIAVE BUSSOLA BETA 1/2"" 18mm CHROME VANADIUM","BETA",,"Tools"
10021314,"8000691519425","CHIAVE BUSSOLA BETA 1/2"" 17mm CHROME VANADIUM","BETA",,"Tools"
10021313,"8000691519418","CHIAVE BUSSOLA BETA 1/2"" 16mm CHROME VANADIUM","BETA",,"Tools"
10021312,"8000691519401","CHIAVE BUSSOLA BETA 1/2"" 15mm CHROME VANADIUM","BETA",,"Tools"
10021311,"8000691519395","CHIAVE BUSSOLA BETA 1/2"" 14mm CHROME VANADIUM","BETA",,"Tools"
10021310,"8000691519388","CHIAVE BUSSOLA BETA 1/2"" 13mm CHROME VANADIUM","BETA",,"Tools"
10021309,"8000691519371","CHIAVE BUSSOLA BETA 1/2"" 12mm CHROME VANADIUM","BETA",,"Tools"
10021307,"8000691519364","CHIAVE BUSSOLA BETA 1/2"" 10mm CHROME VANADIUM","BETA",,"Tools"
10021299,"8000691869506","CHIAVE A T BETA 22mm CON BUSSOLA SNODATA CHROME VANADIUM","BETA",,"Tools"
10021298,"8000691869483","CHIAVE A T BETA 19mm CON BUSSOLA SNODATA CHROME VANADIUM","BETA",,"Tools"
10021297,"8000691869476","CHIAVE A T BETA 17mm CON BUSSOLA SNODATA CHROME VANADIUM","BETA",,"Tools"
10021296,"8000691869469","CHIAVE A T BETA 14mm CON BUSSOLA SNODATA CHROME VANADIUM","BETA",,"Tools"
10021295,"8000691869452","CHIAVE A T BETA 13mm CON BUSSOLA SNODATA CHROME VANADIUM","BETA",,"Tools"
10021294,"8000691869445","CHIAVE A T BETA 12mm CON BUSSOLA SNODATA CHROME VANADIUM","BETA",,"Tools"
10021293,"8000691869421","CHIAVE A T BETA 10mm CON BUSSOLA SNODATA CHROME VANADIUM","BETA",,"Tools"
10021292,"8000691869414","CHIAVE A T BETA 8mm CON BUSSOLA SNODATA CHROME VANADIUM","BETA",,"Tools"
10017195,"8000691862965","CHIAVE COMBINATA BETA 17mm CHROME VANADIUM","BETA",,"Tools"
10017196,"8000691862972","CHIAVE COMBINATA BETA 18mm CHROME VANADIUM","BETA",,"Tools"
10013904,"8000691838939","BULINO BETA Ã˜ 10mm - PUNTA DA 4mm","BETA",,"Tools"
10013903,"8000691838922","BULINO BETA Ã˜ 8mm - PUNTA DA 3mm","BETA",,"Tools"
10013676,"8000691863399","CHIAVE POLIGONALE BETA 34x36mm CHROME VANADIUM","BETA",,"Tools"
10013674,"8000691862743","CHIAVE FISSA BETA 34x36mm CHROME VANADIUM","BETA",,"Tools"
10003258,"8000691860756","PINZA SEEGER BETA BECCHI PIEGATI 175mm PER ESTERNI","BETA",,"Tools"
10003257,"8000691860701","PINZA SEEGER BETA BECCHI DRITTI 175mm PER ESTERNI","BETA",,"Tools"
10003256,"8000691860855","PINZA SEEGER BETA BECCHI PIEGATI 170mm PER INTERNI","BETA",,"Tools"
10003255,"8000691860800","PINZA SEEGER BETA BECCHI DRITTI 180mm PER INTERNI","BETA",,"Tools"
10003253,"8000691861456","CESOIA A DOPPIA LEVA BETA 250mm CHROME VANADIUM","BETA",,"Tools"
10003252,"8014230422015","TRONCHESE TAGLIO DIAGONALE BETA 160mm CHROME VANADIUM","BETA",,"Tools"
10003251,"8014230422640","PINZA BETA BECCHI SEMITONDI PIEGATI 160mm CHROME VANADIUM","BETA",,"Tools"
10003250,"8014230422565","PINZA BETA BECCHI  SEMITONDI 160mm CHROME VANADIUM","BETA",,"Tools"
10003249,"8000691860503","PINZA POLIGRIP BETA 250mm 9 POSIZIONI MANICI IN PVC ANTISCIVOLO CHROME VANADIUM","BETA",,"Tools"
10003247,"8000691362182","6 CACCIAVITI BETA 3 TAGLIO E 3 PHILLIPS CHROME VANADIUM","BETA",,"Tools"
10003246,"8014230385594","CACCIAVITE POZIDRIVE BETA PZ3 8x150mm CHROME VANADIUM","BETA",,"Tools"
10003245,"8014230385587","CACCIAVITE POZIDRIVE BETA PZ2 6x100mm CHROME VANADIUM","BETA",,"Tools"
10003244,"8014230385570","CACCIAVITE POZIDRIVE BETA PZ1 5x80mm CHROME VANADIUM","BETA",,"Tools"
10003243,"8014230385563","CACCIAVITE POZIDRIVE BETA PZ0 3x60mm CHROME VANADIUM","BETA",,"Tools"
10003242,"8014230382678","CACCIAVITE PHILIPS BETA PH3 8x150mm CHROME VANADIUM","BETA",,"Tools"
10003241,"8014230382654","CACCIAVITE PHILIPS BETA PH2 6x150mm CHROME VANADIUM","BETA",,"Tools"
10003240,"8014230382623","CACCIAVITE PHILIPS BETA PH1 4,5x120mm CHROME VANADIUM","BETA",,"Tools"
10003239,"8014230382609","CACCIAVITE PHILIPS BETA PH0 3x100 mm CHROME VANADIUM","BETA",,"Tools"
10003238,"8014230382500","CACCIAVITE A TAGLIO BETA 10x200mm CHROME VANADIUM","BETA",,"Tools"
10003237,"8014230382470","CACCIAVITE A TAGLIO BETA 8x150mm CHROME VANADIUM","BETA",,"Tools"
10003236,"8014230382456","CACCIAVITE A TAGLIO BETA 6,5x150mm CHROME VANADIUM","BETA",,"Tools"
10003235,"8014230382425","CACCIAVITE TAGLIO BETA 5,5x150mm PER ELETTRICISTA CHROME VANADIUM","BETA",,"Tools"
10003234,"8014230382388","CACCIAVITE TAGLIO BETA  4x100mm PER ELETTRICISTA CHROME VANADIUM","BETA",,"Tools"
10003233,"8014230381411","CACCIAVITE TAGLIO BETA 3x75mm PER ELETTRICISTA CHROME VANADIUM","BETA",,"Tools"
10003232,"8014230381343","CACCIAVITE TAGLIO BETA 2,5x50mm PER ELETTRICISTA CHROME VANADIUM","BETA",,"Tools"
10003228,"8000691865904","CHIAVE CRICCHETTO BETA 1/2"" CHROME VANADIUM","BETA",,"Tools"
10017245,"8000691863375","CHIAVE POLIGONALE BETA 30x32mm CHROME VANADIUM","BETA",,"Tools"
10017244,"8000691863351","CHIAVE POLIGONALE BETA 25x28mm CHROME VANADIUM","BETA",,"Tools"
10017243,"8000691863344","CHIAVE POLIGONALE BETA 24x26mm CHROME VANADIUM","BETA",,"Tools"
10017242,"8000691863337","CHIAVE POLIGONALE BETA 21x23mm CHROME VANADIUM","BETA",,"Tools"
10017240,"8000691863313","CHIAVE POLIGONALE BETA 18x19mm CHROME VANADIUM","BETA",,"Tools"
10017238,"8000691863306","CHIAVE POLIGONALE BETA 16x17mm CHROME VANADIUM","BETA",,"Tools"
10017236,"8000691863290","CHIAVE POLIGONALE BETA 14x15mm CHROME VANADIUM","BETA",,"Tools"
10017234,"8000691863283","CHIAVE POLIGONALE BETA 12x13mm CHROME VANADIUM","BETA",,"Tools"
10017233,"8000691863276","CHIAVE POLIGONALE BETA 10x11mm CHROME VANADIUM","BETA",,"Tools"
10017232,"8000691863269","CHIAVE POLIGONALE BETA 8x9mm CHROME VANADIUM","BETA",,"Tools"
10017231,"8000691863252","CHIAVE POLIGONALE BETA 6x7mm CHROME VANADIUM","BETA",,"Tools"
10017230,"8000691863207","CHIAVE COMBINATA BETA 32mm CHROME VANADIUM","BETA",,"Tools"
10017229,"8000691863191","CHIAVE COMBINATA BETA 30mm CHROME VANADIUM","BETA",,"Tools"
10017226,"8000691863184","CHIAVE COMBINATA BETA 29mm CHROME VANADIUM","BETA",,"Tools"
10017224,"8000691863177","CHIAVE COMBINATA BETA 28mm CHROME VANADIUM","BETA",,"Tools"
10017223,"8000691863160","CHIAVE COMBINATA BETA 27mm CHROME VANADIUM","BETA",,"Tools"
10017221,"8000691863153","CHIAVE COMBINATA BETA 26mm CHROME VANADIUM","BETA",,"Tools"
10017215,"8000691863146","CHIAVE COMBINATA BETA 25mm CHROME VANADIUM","BETA",,"Tools"
10017213,"8000691863139","CHIAVE COMBINATA BETA 24mm CHROME VANADIUM","BETA",,"Tools"
10017211,"8000691863122","CHIAVE COMBINATA BETA 23mm CHROME VANADIUM","BETA",,"Tools"
10017209,"8000691863115","CHIAVE COMBINATA BETA 22mm CHROME VANADIUM","BETA",,"Tools"
10017206,"8000691863108","CHIAVE COMBINATA BETA 21mm CHROME VANADIUM","BETA",,"Tools"
10017203,"8000691863092","CHIAVE COMBINATA BETA 20mm CHROME VANADIUM","BETA",,"Tools"
10017201,"8000691862989","CHIAVE COMBINATA BETA 19mm CHROME VANADIUM","BETA",,"Tools"
10017194,"8000691862958","CHIAVE COMBINATA BETA 16mm CHROME VANADIUM","BETA",,"Tools"
10017193,"8000691862941","CHIAVE COMBINATA BETA 15mm CHROME VANADIUM","BETA",,"Tools"
10017192,"8000691862934","CHIAVE COMBINATA BETA 14mm CHROME VANADIUM","BETA",,"Tools"
10017191,"8000691862927","CHIAVE COMBINATA BETA 13mm CHROME VANADIUM","BETA",,"Tools"
10017190,"8000691862910","CHIAVE COMBINATA BETA 12mm CHROME VANADIUM","BETA",,"Tools"
10017189,"8000691862903","CHIAVE COMBINATA BETA 11mm CHROME VANADIUM","BETA",,"Tools"
10017188,"8000691862897","CHIAVE COMBINATA BETA 10mm CHROME VANADIUM","BETA",,"Tools"
10017187,"8000691862880","CHIAVE COMBINATA BETA 9mm CHROME VANADIUM","BETA",,"Tools"
10017184,"8000691862873","CHIAVE COMBINATA BETA 8mm CHROME VANADIUM","BETA",,"Tools"
10017182,"8000691862866","CHIAVE COMBINATA BETA 7mm CHROME VANADIUM","BETA",,"Tools"
10017181,"8000691862859","CHIAVE COMBINATA BETA 6mm CHROME VANADIUM","BETA",,"Tools"
10017180,"8000691862729","CHIAVE FISSA BETA 30x32mm CHROME VANADIUM","BETA",,"Tools"
10017179,"8000691862705","CHIAVE FISSA BETA 25x28mm CHROME VANADIUM","BETA",,"Tools"
10017178,"8000691862699","CHIAVE FISSA BETA 24x26mm CHROME VANADIUM","BETA",,"Tools"
10017177,"8000691862682","CHIAVE FISSA BETA 21x23mm CHROME VANADIUM","BETA",,"Tools"
10017176,"8000691862675","CHIAVE FISSA BETA 20x22mm CHROME VANADIUM","BETA",,"Tools"
10017175,"8000691862668","CHIAVE FISSA BETA 18x19mm CHROME VANADIUM","BETA",,"Tools"
10017174,"8000691862651","CHIAVE FISSA BETA 16x17mm CHROME VANADIUM","BETA",,"Tools"
10017173,"8000691862644","CHIAVE FISSA BETA 14x15mm CHROME VANADIUM","BETA",,"Tools"
10017172,"8000691862637","CHIAVE FISSA BETA 12x13mm CHROME VANADIUM","BETA",,"Tools"
10017171,"8000691862620","CHIAVE FISSA BETA 10x11mm CHROME VANADIUM","BETA",,"Tools"
10017170,"8000691862613","CHIAVE FISSA BETA 8x9mm CHROME VANADIUM","BETA",,"Tools"
10017169,"8000691862606","CHIAVE FISSA BETA 6x7mm CHROME VANADIUM","BETA",,"Tools"
10018875,"8000691863504","9 CHIAVI A BRUGOLA BETA 1,5-10mm TESTA SFERICA CHROME VANADIUM","BETA",,"Tools"
10023498,"8000691989471","5 CACCIAVITI BETA ACTION CHROME VANADIUM","BETA",,"Tools"
10036324,"5035048395516","SVITAVVITA 3,6V B&D GYRO BDCS36G-QW BATTERIA LITIO 180 GIRI/MIN","BLACK & DECKER","BDCS36GQW","Tools"
10032514,"5035048335321","PISTOLA A SPRUZZO 450W B&D HVLP COMPATTA VISCOSITÃ€ MAX 120 DIN/SEC USO INTERNO ED ESTERNO","BLACK & DECKER","HVLP400CIT","Tools"
10029602,"5035048287866","TRAPANO 500W B&D KR504CRE 0-2800 GIRI/MIN PESO: 1,7 kg","BLACK & DECKER","KR504CRE","Tools"
10029410,"5011402336722","15 FOGLI VELCRO B&D PER PIASTRA MOUSE","BLACK & DECKER","X32477XJ","Tools"
10028733,"5035048358818","TRAPANO BATTENTE 14,4V B&D BATTERIA LITIO 1,4Ah PESO: 2,6 kg","BLACK & DECKER","EGBL148KQW","Tools"
10027872,"5035048290705","MULTILEVIGATRICE 4 IN 1 220W B&D PIASTRA: 125mm 8500-13000 GIRI/MIN","BLACK & DECKER","KA280LKQS","Tools"
10027873,"5035048331491","PISTOLA TERMICA 1750W B&D 2 TEMPERATURE","BLACK & DECKER","KX1650QS","Tools"
10004553,"5011402300426","LAMA 190mm BLACK&DECKER 100 DENTI PER SEGA CIRCOLARE TAGLIO LEGNO","BLACK & DECKER","X10215XJ","Tools"
10004551,"5011402301836","LAMA 170mm BLACK&DECKER 100 DENTI PER SEGA CIRCOLARE TAGLIO LEGNO","BLACK & DECKER","X10290XJ","Tools"
10002750,"5011402319558","TAMPONE LUCIDATURA 125mm BLACK&DECKER SPUGNA PER TRAPANO","BLACK & DECKER","X32430QZ","Tools"
10002749,"5011402317004","PLATORELLO CON GHIERA 115mm BLACK&DECKER PER SMERIGLIATRICE","BLACK & DECKER","X32105XJ","Tools"
10002748,"5011402317028","CUFFIA LANA D'AGNELLO 125mm BLACK&DECKER PER TRAPANO","BLACK & DECKER","X32115XJ","Tools"
10002747,"5011402318179","PLATORELLO IN GOMMA 125mm BLACK&DECKER PER TRAPANO","BLACK & DECKER","X32031XJ","Tools"
10002746,"5011402320752","ALBERO FLESSIBILE B&D X66457-QZ LUNGO 30cm 6mm","BLACK & DECKER","X66457QZ","Tools"
10002730,"5035048044872","10 FRESE 8mm B&D X80020-XJ PER FRESATRICI","BLACK & DECKER","X80020XJ","Tools"
10002692,"5035048129814","LEVIGATRICE ORBITALE 310W B&D KA274EKAQS 115x230mm 1/2 FOGLIO Ã˜ ORBITE: 2mm","BLACK & DECKER","KA274EKAQS","Tools"
10002689,"5035048123652","SEGA CIRCOLARE 1100W B&D CD601-QS LAMA 170mm 5000 GIRI/MIN PESO: 6,2kg","BLACK & DECKER","CD601QS","Tools"
10002677,"5035048290712","TASSELLATORE 550W B&D KD975KA-QS 1,6J 0-5180 COLPI/MIN PESO: 5,5 kg","BLACK & DECKER","KD975KAQS","Tools"
10002669,"5035048141779","RILEVATORE B&D BDS200-XJ FINO A 50mm TUBI IN METALLO CAVI ELETTRICI","BLACK & DECKER","BDS200XJ","Tools"
10014675,"5035048206119","TRAPANO AVVITATORE 18V B&D 2 BATTERIE NiCD 1,2Ah PESO: 2 kg","BLACK & DECKER","EPC18CABKQW","Tools"
10014673,"5035048206461","TRAPANO AVVITATORE 14,4V B&D EPC14.4CABK 2 BATTERIE NiCD 1,2Ah PESO: 2,4 kg","BLACK & DECKER",,"Tools"
10018872,"5035048335390","TRAPANO 750W B&D KR705KP-IT 0-3100 GIRI/MIN PESO: 3,7kg","BLACK & DECKER","KR705KPIT","Tools"
10018260,"5035048188613","MOUSE LEVIGATRICE 55W B&D MULTIFUNZIONE ORBITALE DELTA 1,5mm 11000 GIRI/MIN","BLACK & DECKER","KA161BCQS","Tools"
10032601,5035048340790,"PISTOLA A SPRUZZO 400W B&D HVLP COMPATTA VISCOSITÃ€ MAX 120 DIN/SEC USO INTERNO ED ESTERNO","BLACK & DECKER","HVLP200CIT","Tools"
10032557,"5035048107492","SMERIGLIATRICE ANGOLARE 700W B&D CD115QS DIMENSIONI DISCO 115mm VELOCITA': 600 GIRI/MIN","BLACK & DECKER","CD115QS","Tools"
10030004,"5035048022634","KIT PUNTE BLACK&DECKER + BIT 50 PEZZI","BLACK & DECKER",,"Tools"
10002684,"5035048010396","SVITAVVITA  B&D A7073-XJ CON 19 ACCESSORI","BLACK&DECKER","A7073XJ","Tools"
10039143,"3165140545990","SMERIGLIATRICE 800W BOSCH 125mm 11000 GIRI/MIN PESO: 2 kg","BOSCH",,"Tools"
10037222,"3165140633147","LEVIGATRICE A NASTRO 710W BOSCH PIASTRA: 533x75 mm 350 METRI/MIN","BOSCH",,"Tools"
10036234,"8710364060900","MINIUTENSILE DREMEL 130W BOSCH 25 ACCES 0,8-1,6mm / 2,4-3,2mm 10000-33000 GIRI/MIN","BOSCH",,"Tools"
10034541,"3165140565844","PUNTA SDS MAX BOSCH 4 TAGLIENTI 40x400/520mm","BOSCH",,"Tools"
10034540,"3165140565790","PUNTA SDS MAX BOSCH 4 TAGLIENTI 35x400/520mm","BOSCH",,"Tools"
10034539,"3165140565738","PUNTA SDS MAX BOSCH 4 TAGLIENTI 30x400/520mm","BOSCH",,"Tools"
10034534,"3165140565684","PUNTA SDS MAX BOSCH 4 TAGLIENTI 28x400/520mm","BOSCH",,"Tools"
10034533,"3165140564526","PUNTA SDS PLUS BOSCH 4 TAGLIENTI 30x400/450mm","BOSCH",,"Tools"
10034532,"3165140564519","PUNTA SDS PLUS BOSCH 4 TAGLIENTI 28x400/450mm","BOSCH",,"Tools"
10034527,"3165140564502","PUNTA SDS PLUS BOSCH 4 TAGLIENTI 25x400/450mm","BOSCH",,"Tools"
10034526,"3165140564489","PUNTA SDS PLUS BOSCH 4 TAGLIENTI 22x400/450mm","BOSCH",,"Tools"
10034525,"3165140564434","PUNTA SDS PLUS BOSCH 4 TAGLIENTI 18x200/250mm","BOSCH",,"Tools"
10034524,"3165140564410","PUNTA SDS PLUS BOSCH 4 TAGLIENTI 16x200/250mm","BOSCH",,"Tools"
10034520,"3165140522199","PUNTA BOSCH 14,0x150x215mm SDS PLUS X5L","BOSCH",,"Tools"
10034518,"3165140440189","PUNTA BOSCH 12,0x150x215mm SDS PLUS X5L","BOSCH",,"Tools"
10034517,"3165140440134","PUNTA BOSCH 10,0x150x215mm SDS PLUS X5L","BOSCH",,"Tools"
10034515,"3165140440066","PUNTA BOSCH 8,0x100x165mm SDS PLUS X5L","BOSCH",,"Tools"
10034513,"3165140439961","PUNTA BOSCH 6,0x100x165mm SDS PLUS X5L","BOSCH",,"Tools"
10034509,"3165140007405","LAMA 3x100mm BOSCH HSS PER ALLUMINIO STRADATA FRESATA ATTACCO BOSCH","BOSCH",,"Tools"
10034507,"3165140007399","LAMA 1,1-1,5x92mm BOSCH HSS PER METALLO ONDULATA FRESATA ATTACCO BOSCH","BOSCH",,"Tools"
10034505,"3165140007412","LAMA 1,1-1,5x80mm BOSCH HSS PER METALLO ONDULATA FRESATA ATTACCO B&D","BOSCH",,"Tools"
10034503,"3165140470315","LAMA BIM 2,2XC BOSCH PER LEGNI DURI DENTI DRITTI/RETTIFICATI ATTACCO BOSCH","BOSCH",,"Tools"
10034501,"3165140038553","LAMA 1,4x70mm BOSCH HCS PER LEGNO DENTI DRITTI/RETTIFICATI ATTACCO B&D","BOSCH",,"Tools"
10034499,"3165140091374","3 LAME 2,5x100mm BOSCH HCS PER LEGNO DENTI DRITTI/RETTIFICATI ATTACCO BOSCH","BOSCH",,"Tools"
10034497,"3165140014090","3 LAME 3x80mm BOSCH HCS PER LEGNO DENTI DRITTI/RETTIFICATI ATTACCO B&D","BOSCH",,"Tools"
10034496,"3165140006958","3 LAME 2,7x100mm BOSCH HCS PER LEGNO DENTI DRITTI/RETTIFICATI ATTACCO BOSCH","BOSCH",,"Tools"
10034495,"3165140007023","3 LAME BOSCH HCS PER LEGNO VELOCE STRADATA RETTIFICATA ATTACCO B&D","BOSCH",,"Tools"
10034494,"3165140006989","3 LAME 4-5,2x100mm BOSCH HCS PER LEGNO VELOCE STRADATA RETTIFICATA ATTACCO BOSCH","BOSCH",,"Tools"
10034487,"3165140007009","3 LAME 3x92mm BOSCH HCS PER LEGNO STRADATA FRESATA ATTACCO B&D","BOSCH",,"Tools"
10034480,"3165140007139","3 LAME 3x100mm BOSCH HCS PER LEGNO STRADATA FRESATA ATTACCO BOSCH","BOSCH",,"Tools"
10032521,"3165140630528","PAINTROLLER 35W BOSCH PORTATA 0-600 GIRI/MIN","BOSCH",,"Tools"
10032133,"3165140599269","PUNTA PIASTRELLE 10x90mm BOSCH CERAMICA","BOSCH",,"Tools"
10032130,"3165140599252","PUNTA PIASTRELLE 8x80mm BOSCH CERAMICA","BOSCH",,"Tools"
10032129,"3165140599221","PUNTA PIASTRELLE 6x80mm BOSCH CERAMICA","BOSCH",,"Tools"
