,Brand,,,Model Number,Cost Price,Discontinued,NEW,All Best-seller,Ray-Ban Best-seller
,Ray-Ban,,,RB3523 029/55 59,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB3528 029/87 61,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB3528 190/71 61,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB3528 191/71 58,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB3534 002 62,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB3534 012 62,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB3536 112/2Y 55,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB4098 710/71 60,50.13,NO,NO,YES,YES
,Ray-Ban,,,RB4101 601 58,50.13,NO,NO,YES,YES
,Ray-Ban,,,RB4101 710 58,50.13,NO,NO,YES,YES
,Ray-Ban,,,RB4105 601 50,50.13,NO,NO,YES,YES
,Ray-Ban,,,RB4105 601 54,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB4105 601S 50,50.13,NO,NO,YES,YES
,Ray-Ban,,,RB4105 601S 54,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB4105 710 50,50.13,NO,NO,YES,YES
,Ray-Ban,,,RB4105 710 54,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB4147 601/32 60,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB4147 609585 60,50.13,NO,NO,YES,YES
,Ray-Ban,,,RB4147 710/51 56,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB4147 710/51 60,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB4171 60756G 54,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB4175 877 57,50.13,NO,NO,YES,YES
,Ray-Ban,,,RB4181 601/71 57,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB4181 710/51 57,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB4184 710/51 54,50.13,NO,NO,YES,YES
,Ray-Ban,,,RB4203 710/13 51,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB4227 60528G 55,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB4227 710/13 55,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB4228 601S71 58,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB4228 618587 58,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB4234 619771 58,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB4235 601 57,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB4256 601/71 49,50.13,NO,NO,YES,YES
,Ray-Ban,,,RB4256 710/71 46,50.13,NO,NO,NO,NO
,Ray-Ban,,,RB4256 710/71 49,50.13,NO,NO,NO,NO
,SUPER by Retrosuperfuture,,,SUPER 6CI,50.47,NO,NO,YES,NO
,Wildfox,,,EACCLB0001,51,NO,NO,NO,NO
,Wildfox,,,EAMGNA000 LKCK,51,NO,NO,NO,NO
,Ray-Ban,,,RX8952 5605 56,51.02,NO,NO,NO,NO
,Dolce & Gabbana,,,DG3250 502 54,51.5,NO,NO,NO,NO
,Dolce & Gabbana,,,DG5003 2616 54,51.5,NO,NO,NO,NO
,Dolce & Gabbana,,,DG5009 2805 54,51.5,NO,NO,NO,NO
,Dolce & Gabbana,,,DG5021 2616 54,51.5,NO,NO,NO,NO
,Prada,,,PR 16MV UBH1O1 53,51.5,NO,NO,NO,NO
,Police,,,SPL156 599B 51,52,NO,NO,NO,NO
,Police,,,SPL156 KAAX 51,52,NO,NO,NO,NO
,Marc Jacobs,,,MARC 47/S D28 53,52.08,NO,NO,NO,NO
,Marc Jacobs,,,MARC 47/S TMR 53,52.08,NO,NO,NO,NO
,Marc Jacobs,,,MARC 47/S TOZ 53,52.08,NO,NO,NO,NO
,Emporio Armani,,,EA2033 313273 64,52.9,NO,NO,NO,NO
,Wildfox,,,EACBEL0001,53,NO,NO,YES,NO
,Wildfox,,,EACBEL0002,53,NO,NO,NO,NO
,Wildfox,,,EACCFXM000 NIG,53,NO,NO,NO,NO
,Wildfox,,,EACCFXM001,53,NO,NO,NO,NO
,Wildfox,,,EACCFXM002,53,NO,NO,NO,NO
,Wildfox,,,EACCFXM004,53,NO,NO,NO,NO
,Wildfox,,,EACCLBM001,53,NO,NO,NO,NO
,Wildfox,,,EACIVY0001,53,NO,NO,NO,NO
,Wildfox,,,EACIVY0002,53,NO,NO,NO,NO
,Wildfox,,,EACKIT0001,53,NO,NO,NO,NO
,Wildfox,,,EACKIT0002,53,NO,NO,YES,NO
,Wildfox,,,EAMBAR000 BGNM,53,NO,NO,NO,NO
,Wildfox,,,EAMBAR000 CCGS,53,NO,NO,NO,NO
,Wildfox,,,EAMBAR000 CNUT,53,NO,NO,NO,NO
,Wildfox,,,EAMGRN0001,53,NO,NO,NO,NO
,Wildfox,,,EAMMAL0001,53,NO,NO,NO,NO
,Wildfox,,,EMMAL000 CCAS,53,NO,NO,NO,NO
,Wildfox,,,EMMAL000 FPNK,53,NO,NO,NO,NO
,Oakley,,,OX5113 01 54,53.15,NO,NO,NO,NO
,Oakley,,,OX5113 02 54,53.15,NO,NO,NO,NO
,Oakley,,,OX5115 02 53,53.15,NO,NO,NO,NO
,Oakley,,,OX8026 01 54,53.15,NO,NO,NO,NO
,Oakley,,,OX8026 02 54,53.15,NO,NO,NO,NO
,Oakley,,,OX8027 01 53,53.15,NO,NO,NO,NO
,Oakley,,,OX8027 02 53,53.15,NO,NO,NO,NO
,Oakley,,,OX8037 01 54,53.15,NO,NO,NO,NO
,Oakley,,,OX8050 01 53,53.15,NO,NO,NO,NO
,Oakley,,,OX8050 05 53,53.15,NO,NO,NO,NO
,SUPER by Retrosuperfuture,,,SUPER 202,53.63,NO,NO,YES,NO
,SUPER by Retrosuperfuture,,,SUPER 85L,53.63,NO,NO,NO,NO
,Oakley,,,OO9343 08 45,53.69,NO,NO,NO,NO
,Ray-Ban,,,RB2132 622/17 55,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB2132 622/19 55,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB2132 622/30 55,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB2140 1158R5 50,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB2140 902/51 50,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB2447 1157 49,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB2447 1158R5 49,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB2447 1160 49,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB2447 901 49,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB3016 1157 51,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3016 1160 51,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB3025 001/3E 55,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB3025 001/3E 58,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3025 001/3F 55,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3025 001/3F 58,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3025 001/3F 62,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB3025 001/3K 58,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3025 001/51 55,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3025 001/51 58,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3025 001/51 62,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB3025 003/32 55,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB3025 003/32 58,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB3025 003/3F 55,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3025 003/3F 58,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB3025 003/3F 62,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3025 004/51 55,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3025 004/51 58,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3025 004/51 62,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3025 014/51 58,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3025 112/85 55,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3025 112/85 58,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB3025 181/71 58,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3029 181/71 62,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3136 181/71 58,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3362 001/51 56,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3362 001/51 59,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB3386 001/13 63,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB3386 003/8G 63,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB3386 003/8G 67,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB3386 004/13 63,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB3449 001/13 59,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB3449 003/8G 59,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB3523 029/9A 59,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB3526 029/9A 63,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB3533 001/13 57,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3533 004/88 57,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3536 029/9A 55,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3538 186/71 53,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3541 001/13 61,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB3541 003/8G 61,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB4098 601/8G 60,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB4101 860/51 58,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB4105 710/51 50,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB4105 710/51 54,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB4125 601/32 59,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB4125 710/51 59,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB4126 601/32 57,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB4126 710/51 57,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB4165 622/2V 55,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB4165 622/T3 55,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB4165 865/T5 55,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB4171 601/2P 54,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB4171 601/5Q 54,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB4171 710/T5 54,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB4232 601/9A 57,53.74,NO,NO,NO,NO
,Ray-Ban,,,RB4246 1157 51,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB4246 1160 51,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB4246 901 51,53.74,NO,NO,YES,YES
,Ray-Ban,,,RB4246 990 51,53.74,NO,NO,YES,YES
,Oakley,,,OO9135 05 56,53.82,NO,NO,NO,NO
,Oakley,,,OO9265 04 53,53.82,NO,NO,NO,NO
,Oakley,,,OO9265 05 53,53.82,NO,NO,NO,NO
,Oakley,,,OO9265 06 53,53.82,NO,NO,NO,NO
,Oakley,,,OO9272 02 55,53.82,NO,NO,NO,NO
,Oakley,,,OO9272 03 55,53.82,NO,NO,NO,NO
,Oakley,,,OO9272 04 55,53.82,NO,NO,NO,NO
,Oakley,,,OO9272 05 55,53.82,NO,NO,NO,NO
,Oakley,,,OO9272 06 55,53.82,NO,NO,NO,NO
,Oakley,,,OO9263 18 63,53.95,NO,NO,NO,NO
,Police,,,SPL140 0700 51,54,NO,NO,NO,NO
,Police,,,SPL142 01AL 54,54,NO,NO,NO,NO
,Police,,,SPL148 OQ02 59,54,NO,NO,NO,NO
,Ray-Ban,,,RX7032 5204 52,54.04,NO,NO,NO,NO
,Ray-Ban,,,RX7032 5206 52,54.04,NO,NO,NO,NO
,Michael Kors,,,MK5006 10342L 57,54.1,NO,NO,NO,NO
,Michael Kors,,,MK5007 10397V 59,54.1,NO,NO,NO,NO
,Michael Kors,,,MK5007 104525 59,54.1,NO,NO,YES,NO
,Michael Kors,,,MK5012 1065R5 59,54.1,NO,NO,NO,NO
,Michael Kors,,,MK5012 1066R1 59,54.1,NO,NO,NO,NO
,Michael Kors,,,MK5012 106813 59,54.1,NO,NO,NO,NO
,Michael Kors,,,MK5012 10706G 59,54.1,NO,NO,NO,NO
,Michael Kors,,,MK5012 107111 59,54.1,NO,NO,NO,NO
,Michael Kors,,,MK5012 109013 59,54.1,NO,NO,NO,NO
,Marc Jacobs,,,MARC 29/S 732 54,54.17,NO,NO,NO,NO
,Marc Jacobs,,,MARC 29/S TVN 54,54.17,NO,NO,NO,NO
,Marc Jacobs,,,MARC 29/S TVX 54,54.17,NO,NO,NO,NO
,Dolce & Gabbana,,,DG6097 261687 58,54.31,NO,NO,NO,NO
,Dolce & Gabbana,,,DG6098 26516G 59,54.31,NO,NO,NO,NO
,Giorgio Armani,,,AR7092 5042 53,54.71,NO,NO,NO,NO
,Giorgio Armani,,,AR7095 5017 47,54.71,NO,NO,NO,NO
,Dolce & Gabbana,,,DG1272 1260 53,54.71,NO,NO,NO,NO
,Dolce & Gabbana,,,DG3229 1995 52,54.71,NO,NO,NO,NO
,Prada,,,PR 03QV PDN1O1 54,54.71,NO,NO,NO,NO
,Prada,,,PR 18OV DHO1O1 52,54.71,NO,NO,NO,NO
,Prada,,,PR 18OV NAI1O1 54,54.71,NO,NO,NO,NO
,Hugo Boss,,,BOSS 0714 HOZ 52,55.36,NO,NO,NO,NO
,Wildfox,,,EABARM000 RSWR,56,NO,NO,NO,NO
,Wildfox,,,EACGRD0002,56,NO,NO,NO,NO
,Wildfox,,,EACGRD0003,56,NO,NO,NO,NO
,Wildfox,,,EACMONC00 BKMT,56,NO,NO,NO,NO
,Wildfox,,,EAMIP000 BLCK,56,NO,NO,NO,NO
,Wildfox,,,EAMLIP000 PGLT,56,NO,NO,NO,NO
,Wildfox,,,EAMLIP000 RED,56,NO,NO,YES,NO
,Wildfox,,,EAMLIZ000 BLCK,56,NO,NO,NO,NO
,Wildfox,,,EMTLOL0001,56,NO,NO,YES,NO
,Police,,,S8956 627Y 61,56,NO,NO,NO,NO
,Police,,,SPL146 568B 59,56,NO,NO,NO,NO
,Police,,,SPL148 568B 59,56,NO,NO,NO,NO
,Police,,,SPL149 568B 61,56,NO,NO,NO,NO
,Prada Sport,,,PS 01RS 1AB3O1 58,56.88,NO,NO,NO,NO
,Prada Sport,,,PS 01RS TFZ5L0 58,56.88,NO,NO,NO,NO
,Ray-Ban,,,RX8412 2502 54,57.06,NO,NO,NO,NO
,Ray-Ban,,,RX8901 5610 55,57.06,NO,NO,NO,NO
,Versace,,,VE2164 100187 60,57.07,NO,NO,NO,NO
,Versace,,,VE2164 124073 60,57.07,NO,NO,NO,NO
,Oakley,,,OO9238 06 54,57.14,NO,NO,NO,NO
,Ray-Ban,,,RB3016 114517 49,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3016 114517 51,57.34,NO,NO,YES,YES
,Ray-Ban,,,RB3016 114519 51,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3016 114530 51,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3025 002/4J 58,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3025 002/4O 58,57.34,NO,NO,YES,YES
,Ray-Ban,,,RB3025 002/4W 55,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3025 002/4W 58,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3025 003/40 62,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3025 019/Z2 55,57.34,NO,NO,YES,YES
,Ray-Ban,,,RB3025 019/Z2 58,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3025 029/30 58,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3025 112/17 55,57.34,NO,NO,YES,YES
,Ray-Ban,,,RB3025 112/17 58,57.34,NO,NO,YES,YES
,Ray-Ban,,,RB3025 112/19 55,57.34,NO,NO,YES,YES
,Ray-Ban,,,RB3025 112/19 58,57.34,NO,NO,YES,YES
,Ray-Ban,,,RB3025 112/69 55,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3025 112/69 58,57.34,NO,NO,YES,YES
,Ray-Ban,,,RB3025 112/93 58,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3025 167/1M 55,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3025 167/4K 58,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3025 167/68 58,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3025 W3275 55,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3025 W3277 58,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3183 002/81 63,57.34,NO,NO,YES,YES
,Ray-Ban,,,RB3183 004/9A 63,57.34,NO,NO,YES,YES
,Ray-Ban,,,RB3362 002/4J 56,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3362 002/4O 56,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3362 002/4O 59,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3362 112/4T 56,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3447 002/4J 50,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3447 002/4O 50,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3447 002/4W 50,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3447 019/30 50,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3447 112/Z2 50,57.34,NO,NO,YES,YES
,Ray-Ban,,,RB3447 167/4K 50,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3449 001/2Y 59,57.34,NO,NO,YES,YES
,Ray-Ban,,,RB3449 004/55 59,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3541 001/2Y 61,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB3541 003/30 61,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB4105 602017 50,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB4181 601/9A 57,57.34,NO,NO,YES,YES
,Ray-Ban,,,RB4181 710/83 57,57.34,NO,NO,YES,YES
,Ray-Ban,,,RB4237 710/85 50,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB4242 601/71 49,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB4242 710/73 49,57.34,NO,NO,YES,YES
,Ray-Ban,,,RB4256 609255 46,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB4256 60925A 46,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB4256 60925A 49,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB4256 60926G 46,57.34,NO,NO,NO,NO
,Ray-Ban,,,RB4257 60922Y 50,57.34,NO,NO,NO,NO
,Oakley,,,OO9102 08 55,57.53,NO,NO,NO,NO
,Oakley,,,OO9223 03 55,57.53,NO,NO,NO,NO
,Oakley,,,OO9262 20 57,57.53,NO,NO,NO,NO
,Oakley,,,OO9262 27 57,57.53,NO,NO,NO,NO
,Oakley,,,OO9262 28 57,57.53,NO,NO,NO,NO
,Oakley,,,OO9272 17 55,57.67,NO,NO,NO,NO
,Michael Kors,,,MK5004 100322 59,57.71,NO,NO,NO,NO
,Michael Kors,,,MK5004 10042T 59,57.71,NO,NO,NO,NO
,Michael Kors,,,MK5004 1014T5 59,57.71,NO,NO,NO,NO
,Michael Kors,,,MK6027 3006T5 55,57.71,NO,NO,NO,NO
,Polo Ralph Lauren,,,PH3097 930781 59,57.71,NO,NO,NO,NO
,Polo Ralph Lauren,,,PH4106 556781 57,57.71,NO,NO,NO,NO
,Ralph Lauren,,,RL8141 50033B 56,57.71,NO,NO,NO,NO
,Ralph Lauren,,,RL8141 53053B 56,57.71,NO,NO,NO,NO
,Ralph Lauren,,,RL8141 54363H 60,57.71,NO,NO,NO,NO
,Oakley,,,OO9236 01 60,57.79,NO,NO,NO,NO
,Oakley,,,OO9236 02 60,57.79,NO,NO,NO,NO
,Oakley,,,OO9247 05 57,57.79,NO,NO,NO,NO
,Oakley,,,OO9263 05 63,57.79,NO,NO,YES,NO
,Oakley,,,OO9264 03 57,57.79,NO,NO,NO,NO
,Oakley,,,OO9295 04 59,57.79,NO,NO,NO,NO
,Burberry,,,BE3084 100787 57,57.94,NO,NO,NO,NO
,Burberry,,,BE3084 116687 57,57.94,NO,NO,NO,NO
,Burberry,,,BE4211 300187 55,57.94,NO,NO,NO,NO
,Burberry,,,BE4211 30108E 55,57.94,NO,NO,NO,NO
,Dolce & Gabbana,,,DG3246 3021 53,57.94,NO,NO,NO,NO
,Dolce & Gabbana,,,DG4234 28598H 57,57.94,NO,NO,NO,NO
,Police,,,SPL144 U28P 63,58,NO,NO,NO,NO
,Police,,,SPL165 703P 55,58,NO,NO,NO,NO
,MIU MIU,,,MU 04NV 1AB1O1 52,58.37,NO,NO,NO,NO
,MIU MIU,,,MU 04NV 7S01O1 52,58.37,NO,NO,NO,NO
,MIU MIU,,,MU 04NV DHE1O1 52,58.37,NO,NO,NO,NO
,MIU MIU,,,MU 09NV 1AB1O1 50,58.37,NO,NO,NO,NO
,MIU MIU,,,MU 09NV UAF1O1 50,58.37,NO,NO,NO,NO
,Oakley,,,OX8034 11 53,58.62,NO,NO,NO,NO
,Wildfox,,,EMTAF2M001,59,NO,NO,NO,NO
,Wildfox,,,EMTAF2M002,59,NO,NO,NO,NO
,Wildfox,,,EMTAF2M003,59,NO,NO,YES,NO
,Wildfox,,,EMTDAKM00 GOLD,59,NO,NO,NO,NO
,Wildfox,,,EMTDAKM000 ANTG,59,NO,NO,NO,NO
,Wildfox,,,EMTDAKMOO,59,NO,NO,NO,NO
,SUPER by Retrosuperfuture,,,SUPER JRN,59.94,NO,NO,NO,NO
,Police,,,S1954 U28B 51,60,NO,NO,NO,NO
,Police,,,S1954 U28X 51,60,NO,NO,NO,NO
,Police,,,SPL154N OU28 53,60,NO,NO,NO,NO
,SUPER by Retrosuperfuture,,,SUPER 298,60,NO,NO,NO,NO
,Prada Sport,,,PS 03OS 1AB3O1 55,60.43,NO,NO,NO,NO
,Versace,,,VE2166 125213 41,60.44,NO,NO,NO,NO
,Versace,,,VE2166 12525A 41,60.44,NO,NO,NO,NO
,Versace,,,VE2166 125287 41,60.44,NO,NO,NO,NO
,Versace,,,VE2166 12528G 41,60.44,NO,NO,NO,NO
,Versace,,,VE4296 GB1/87 59,60.44,NO,NO,YES,NO
,Versace,,,VE4308 256/84 54,60.44,NO,NO,NO,NO
,Emporio Armani,,,EA4062 54521X 49,60.46,NO,NO,NO,NO
,Emporio Armani,,,EA4062 54621Y 49,60.46,NO,NO,NO,NO
,Ray-Ban,,,RB2447 901/4J 49,60.95,NO,NO,NO,NO
,Ray-Ban,,,RB2447 901/4O 49,60.95,NO,NO,YES,YES
,Ray-Ban,,,RB3025JM 146/32 58,60.95,NO,NO,YES,YES
,Ray-Ban,,,RB3183 004/82 63,60.95,NO,NO,YES,YES
,Ray-Ban,,,RB3498 002/9A 61,60.95,NO,NO,NO,NO
,Ray-Ban,,,RB3498 006/81 61,60.95,NO,NO,YES,YES
,Ray-Ban,,,RB3502 004/58 61,60.95,NO,NO,NO,NO
,Ray-Ban,,,RB3506 029/9A 64,60.95,NO,NO,YES,YES
,Ray-Ban,,,RB3528 029/9A 61,60.95,NO,NO,NO,NO
,Ray-Ban,,,RB4068 642/57 60,60.95,NO,NO,YES,YES
,Ray-Ban,,,RB4068 894/58 60,60.95,NO,NO,NO,NO
,Ray-Ban,,,RB4179 601/71 62,60.95,NO,NO,NO,NO
,Ray-Ban,,,RB4195 601/71 52,60.95,NO,NO,NO,NO
,Ray-Ban,,,RB4228 601/9A 58,60.95,NO,NO,NO,NO
,Ray-Ban,,,RB4237 601/30 50,60.95,NO,NO,NO,NO
,Ray-Ban,,,RB4237 620617 50,60.95,NO,NO,NO,NO
,Ray-Ban,,,RB4242 620088 49,60.95,NO,NO,NO,NO
,Ray-Ban,,,RB4242 620113 49,60.95,NO,NO,NO,NO
,Ray-Ban,,,RB4246 1197Z2 51,60.95,NO,NO,YES,YES
,Ray-Ban,,,RB4246 984/30 51,60.95,NO,NO,NO,NO
,Ray-Ban,,,RB8351 622071 60,60.95,NO,NO,NO,NO
,Ray-Ban,,,RB8351 622173 60,60.95,NO,NO,NO,NO
,Giorgio Armani,,,AR7003 5002 52,61.15,NO,NO,NO,NO
,Giorgio Armani,,,AR7004 5001 49,61.15,NO,NO,NO,NO
,Giorgio Armani,,,AR7004 5011 47,61.15,NO,NO,YES,NO
,Giorgio Armani,,,AR7042 5063 54,61.15,NO,NO,NO,NO
,Giorgio Armani,,,AR7042 5065 54,61.15,NO,NO,NO,NO
,Giorgio Armani,,,AR7074 5042 50,61.15,NO,NO,NO,NO
,Giorgio Armani,,,AR7087 5358 54,61.15,NO,NO,NO,NO
,Dolce & Gabbana,,,DG3242 501 48,61.15,NO,NO,NO,NO
,Dolce & Gabbana,,,DG3242 502 48,61.15,NO,NO,NO,NO
,Dolce & Gabbana,,,DG3243 501 52,61.15,NO,NO,NO,NO
,Prada,,,PR 04PV 2AU1O1 52,61.15,NO,NO,NO,NO
,Prada,,,PR 04PV TFN1O1 52,61.15,NO,NO,NO,NO
,Prada,,,PR 07PV 1BO1O1 56,61.15,NO,NO,NO,NO
,Prada,,,PR 10SV 2AU1O1 51,61.15,NO,NO,NO,NO
,Prada,,,PR 23SV 1AB1O1 54,61.15,NO,NO,NO,NO
,Prada,,,PR 23SV 2AU1O1 52,61.15,NO,NO,NO,NO
,Prada,,,PR 29RV 1AB1O1 52,61.15,NO,NO,NO,NO
,Prada,,,PR 29RV 2AU1O1 52,61.15,NO,NO,NO,NO
,Michael Kors,,,MK1007 10018E 52,61.31,NO,NO,NO,NO
,Michael Kors,,,MK1007 106013 52,61.31,NO,NO,NO,NO
,Michael Kors,,,MK1007 10934S 52,61.31,NO,NO,NO,NO
,Michael Kors,,,MK5013 10268H 35,61.31,NO,NO,NO,NO
,Michael Kors,,,MK5014 102413 59,61.31,NO,NO,NO,NO
,Michael Kors,,,MK5014 10244L 59,61.31,NO,NO,NO,NO
,Michael Kors,,,MK5014 10265M 59,61.31,NO,NO,NO,NO
,Michael Kors,,,MK5014 102713 59,61.31,NO,NO,NO,NO
,SUPER by Retrosuperfuture,,,SUPER CI1,61.51,NO,NO,YES,NO
,Oakley,,,OO9188 04 59,61.63,NO,NO,NO,NO
,Oakley,,,OO9266 01 59,61.77,NO,NO,NO,NO
,Oakley,,,OO9266 03 59,61.77,NO,NO,NO,NO
,Police,,,SPL140 703P 51,62,NO,NO,NO,NO
,Police,,,SPL141 703P 49,62,NO,NO,NO,NO
,Police,,,SPL147 627P 59,62,NO,NO,NO,NO
,Paul Smith,,,PM8252SU 146587 51,63.2,NO,NO,NO,NO
,Paul Smith,,,PM8252SU 14675A 51,63.2,NO,NO,NO,NO
,Paul Smith,,,PM8252SU 153580 51,63.2,NO,NO,NO,NO
,Paul Smith,,,PM8252SU 15367T 51,63.2,NO,NO,NO,NO
,Giorgio Armani,,,AR6029 300387 60,64.23,NO,NO,NO,NO
,Giorgio Armani,,,AR6029 300673 60,64.23,NO,NO,NO,NO
,Giorgio Armani,,,AR6029 305687 60,64.23,NO,NO,NO,NO
,Emporio Armani,,,EA4058 506381 58,64.23,NO,NO,NO,NO
,Randolph Engineering,,,CR74467-PC 57,64.5,NO,NO,NO,NO
,MIU MIU,,,MU 50OV 1AB1O1 53,64.52,NO,NO,NO,NO
